,RIMR,RIVL,BWM-DR01,AIML,IL1R,ASJR,RID,BWM-DL03,PVCR,AINL,SAADL,PVNL,IL1VL,ALNR,AWCR,OLQDL,RMHR,SMBVR,IL1VR,IL1L,BWM-VR05,RIGR,RMGL,URAVR,AIZL,AVAR,ASGL,BWM-VR02,RIFL,AVDR,BWM-VR04,PVQL,URYDR,CEPDR,SMBDL,BWM-DR05,AVHR,URBR,IL2L,RIFR,CEPDL,ADLR,RMGR,SDQR,AIYR,SIAVR,BWM-VL06,BWM-VR07,RIML,SAADR,AFDR,BWM-VL01,ASIL,SIBDL,RIBL,BWM-DL02,URXL,SMDDL,RIPL,ASHL,BWM-VL07,SMDVL,HSNR,RMEL,AIMR,FLPR,AVFR,BWM-VL04,ADFL,AWAR,URYVL,RMDVL,RIPR,RMDVR,AIBL,SAAVL,ASEL,RICR,ADEL,RICL,BWM-VL08,RMDDR,AFDL,BWM-DL05,SAAVR,AWCL,BWM-VR06,RMHL,PVQR,AVDL,RIH,SIADL,OLQVR,URADL,IL2VL,AVL,BAGL,RIAR,RIBR,HSNL,AVM,IL1DR,ASKR,IL2DR,SIBDR,URYDL,AVAL,ASKL,AVHL,AIZR,ADFR,ASHR,AUAL,OLQDR,AIAL,PVPR,OLQVL,PLNR,RMED,CEPVR,RMEV,ALML,PVCL,BWM-DR06,BWM-DR02,AIYL,AWAL,SIADR,BDUR,ALA,URXR,ADAL,AWBR,AWBL,IL2R,BWM-DR04,BWM-DR08,RMDDL,ASER,SABVL,RIR,BWM-DR07,BWM-DL01,AUAR,BWM-VL02,RIVR,AIAR,BWM-VL03,AQR,ADLL,CANL,SMBVL,BAGR,SIBVL,AVKR,RMFL,SDQL,RMDL,RIS,IL2VR,RMFR,URAVL,DVA,BWM-DL07,PVT,URBL,SMDDR,ADAR,AINR,IL1DL,ASIR,URADR,SIAVL,BWM-VR03,FLPL,BWM-DL04,BWM-DL08,ALNL,BWM-VR01,URYVR,ASJL,RMER,ADER,PVNR,SMDVR,AIBR,BWM-VL05,RIAL,BDUL,RMDR,SIBVR,ASGR,unknownFLPR,BWM-VR08,SMBDR,IL2DL,DVC,RIGL,OLLL,OLLR,CEPVL,AVKL,PVPL,AVFL,PVR,BWM-DR03,PLNL,BWM-DL06,CANR,ALMR,AVER,AVBR,AVEL,AVJR,AVBL,AVJL
AFDR,12960,0,0,0,0,0,580560,0,0,6994320,0,0,0,0,1202160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72240,0,0,7715760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412320,0,0,0,0,0,0,3936720,0,0,0,0,0,304320,0,0,497760,0,0,0,0,0,0,0,0,0,0,2106000,13920,0,0,0,0,0,0,355440,0,0,0,0,1943760,848880,0,0,0,0,0,0,0,0,8880,0,0,0,0,0,87360,0,0,0,0,0,0,993120,0,31200,0,0,0,1412160,0,24000,0,0,6434640,0,1680,90240,0,0,0,0,0,0,0,0,114480,0,0,0,0,0,0,0,0,0,0,0,0,1850400,0,1071360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769200,0,0,0,0,0,2400,0,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,244800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172800,72960,0,0,0,0,17520,0,0,0,345360,0,0,45120,60480,0,770880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830880,0,72960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197040,0,0,0,0,0,0,2203920,0,0,9739680,0,0,0,735360,0,0,0,0,13920,0,0,0,0,2401680,0,0,0,0,28320,0,0,0,0,0,0,489120,0,0,0,0,1755840,0,0,0,0,0,20160,0,185520,0,0,0,0,0,0,0,0,0,0,0,0,0,396240,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0
ASIL,0,0,0,16080,0,0,0,0,0,136560,0,0,0,0,5858400,61920,0,0,0,101040,0,0,0,0,0,0,3940560,0,0,0,0,0,0,0,0,0,0,0,213600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16560,0,0,443040,0,26880,0,0,0,0,0,0,0,0,0,0,0,0,1693920,3120,1932480,0,0,11040,0,0,534960,0,34080,8883120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107280,0,593280,0,0,0,0,11040,0,1254720,0,0,0,0,0,0,0,0,0,0,107520,709440,0,0,0,0,0,0,295440,0,0,0,0,2691840,0,0,0,0,0,0,0,455520,0,0,49680,0,0,83760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444480,64800,18960,0,0,0,0,0,0,0,0,0,500400,0,0,0,0,100080,0,51120,0,0,0,0,0,0,0,62160,0,0,111120,0,309360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBDL,984240,720000,0,0,0,21840,861600,0,244080,0,490560,0,119520,696000,0,0,502080,0,0,119760,0,0,700320,0,312480,1040640,0,0,16800,332880,0,0,34080,0,5381760,0,125520,72480,123600,0,0,57840,544800,116400,0,174960,311040,0,2039520,0,0,0,0,0,957120,0,0,806640,0,0,0,314160,0,0,105600,0,67200,260400,276000,720,238080,123600,0,1291440,44880,280560,0,576240,3360,1023120,95520,0,9360,0,335280,693360,0,916560,2640,328560,0,2092800,0,0,111360,0,432240,0,0,0,0,0,50400,0,394800,3120,1151520,0,0,292800,0,0,184800,0,0,0,930000,0,0,0,69840,0,195120,0,0,131520,0,197520,0,46080,14400,229200,0,8640,0,0,0,359760,25440,0,0,0,0,0,0,928560,0,0,242640,0,0,4153680,2880,4162800,0,0,0,121200,0,0,0,75120,346560,0,0,457920,0,0,47040,0,0,0,5116560,0,0,0,0,0,0,0,0,0,1272000,0,150720,6240,0,2160,0,1169040,1195920,0,123360,0,789120,0,0,0,0,116160,228960,0,0,0,252000,0,1465440,0,0,881760,229920,1044960,0,170640,315360,88800
RIBL,982560,191760,0,0,0,0,695520,0,0,1256160,0,0,0,0,0,564240,0,0,0,290880,0,0,0,0,3899760,171120,0,0,0,0,0,0,0,0,194640,0,0,0,137520,0,78000,0,0,0,0,0,0,0,3222720,621120,0,0,0,957120,0,0,415200,574080,0,0,0,333840,0,1537920,0,0,0,0,809760,0,3699360,0,0,0,71520,0,0,0,0,0,0,0,135360,0,0,510480,0,0,0,0,1176480,158640,0,480,310800,889200,2113920,0,214080,0,0,0,0,0,0,2252640,1296240,0,0,0,0,0,8285760,0,0,0,625920,0,1795920,0,2400960,0,0,0,0,4065360,16080,34800,0,0,0,0,0,729120,0,0,0,0,0,0,0,0,0,280080,0,0,0,0,0,0,0,0,5311920,816720,0,6480,0,67680,6727920,0,56880,96000,743520,0,453360,9120,1480080,0,4254000,20880,0,0,236400,0,0,0,0,0,0,0,0,0,0,0,1800720,2577600,0,2033760,0,1341600,121200,0,0,0,0,0,1313040,1116000,4079280,0,1551360,252720,0,0,0,0,0,0,0,0,3041760,568080,1237920,0,591360,0
BWM-DL02,0,0,0,0,0,0,0,128400,0,0,0,0,0,0,0,0,359040,0,0,552960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77520,0,0,0,0,49200,0,0,0,515280,0,0,0,412800,0,0,0,0,0,0,0,0,0,966240,0,0,0,0,0,0,0,0,0,0,0,935520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731360,0,6081360,0,0,0,0,0,0,0,0,0,0,0,0,66480,0,0,871920,0,0,0,0,0,0,0,0,484800,0,0,0,0,0,12712560,0,0,0,0,0,1799280,0,0,0,0,0,0,0,67200,0,0,0,0,49200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,0,0,0,3723840,0,0,0,0,0,461760,0,0,0,0,0,6960,170160,0,0,188400,0,0,2492160,0,496560,0,0,0,112320,0,0,0,0,0,0,0,681120,0,414240,0,726240,0,0,0,0,0,0,0,20400,0,0,0,16560,0,415200,0,0,0,33840,1604400,0,0,24960,0,0,0,6960,0,2550240,0,0,0,0,0,0,0,0,852240,24000,1258800,0,0,231120,0,0,0,0,0,0,111360,287040,0,0,0,0,0,0,0,0,0,0,0,0,0,163680,1628880,0,0,132480,0,0,0,6808320,0,210720,0,76800,0,0,0,0,732240,0,0,0,448320,0,0,0,221520,0,3429120,0,209520,0,0,0,0,0,0,5261280,0,0,0,0,0,0,0,167040,12240,0,7440,680640,0,0,247920,2640,0,0,0,0,0,0,0,0,2877840,136800,0,77520,0,0,0,0,0,0,0,0,0,0,0,202800,0,0,0,0,3120,0,3482400,260400,24480,0,0,0,0,110880,293520,0,2390880,113040,0,1920,0,1088400,0,25680,0,0,0,0,0,0,76320,699600,135120,2160,265440
SMDDL,5551680,101040,33600,0,0,4080,0,0,0,0,1093680,0,0,2001840,0,0,1267920,0,0,0,0,0,526800,0,0,2329680,0,0,0,0,0,0,680640,1937280,48240,570000,0,44160,0,0,0,0,346800,32160,0,57360,0,39120,2706960,0,0,172800,0,806640,574080,0,0,0,0,0,12720,528720,0,0,720,0,69360,0,0,0,0,0,0,31920,0,1009200,0,1017600,0,1844640,0,0,0,266400,8508240,0,0,1927920,0,0,0,819360,0,0,0,23040,0,5454720,1584240,0,0,37680,0,0,480,0,887040,0,0,0,0,0,0,0,0,0,0,0,2370240,0,341280,0,0,12240,0,0,0,0,0,0,0,93600,0,0,0,103200,0,1160640,0,0,0,198480,0,0,0,4824720,0,504480,0,0,0,307200,0,0,373680,56640,197280,840720,3841440,0,272160,0,0,150720,0,0,660240,0,2640,0,0,0,56160,13440,0,0,0,6720,24720,0,0,0,951120,0,13365360,4008720,99120,3734400,0,638640,0,0,42960,0,0,0,0,0,567120,1344960,0,608880,0,0,0,252240,383040,0,0,0,0,0,1291680,0,0,0
RIPL,0,0,0,0,0,0,5520,4560,0,0,0,0,2480640,0,0,1025760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35280,0,195600,0,0,0,0,0,0,0,0,0,0,72960,0,0,0,77520,33840,0,5760,0,0,0,0,489600,0,0,0,0,0,0,349200,0,0,0,0,0,0,0,0,18240,0,0,0,0,0,0,0,10800,0,0,3182160,0,0,3471120,3094560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829040,0,389760,0,513840,0,0,0,0,0,0,0,0,0,0,1200480,0,0,0,0,0,3360,0,0,0,0,126960,0,141600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545760,0,0,0,720,0,0,0,2508000,0,0,0,0,0,37200,0,0,0,0,0,336720,0,0,0,0,0,0,0,0,284400,0,0,0,0,5194080,0,0,0,0,307200,0,0,0,2034720,0,0,0,0,0,0,142800,0,17040,880560,0
ASHL,0,0,0,330240,0,0,1040640,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,0,1716720,0,687600,0,53760,0,5386800,678000,0,2052000,0,0,0,0,2139600,0,0,1920,0,0,0,0,0,0,0,0,609600,0,0,0,443040,0,0,0,1604400,0,0,0,0,0,2001360,0,0,0,15600,0,702480,0,0,0,0,0,1159200,0,2048160,0,0,101280,0,0,0,0,0,3120,0,0,0,258960,0,0,0,0,0,0,0,0,0,2484480,0,0,0,0,0,0,2776320,598320,278880,29280,0,367200,0,0,1589760,0,0,0,0,0,137280,0,217920,0,0,12480,3417600,0,0,0,0,3894240,0,2152320,0,0,0,0,0,0,456480,0,0,0,0,0,16080,0,0,5445600,0,876720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47280,0,0,0,0,0,0,89760,0,0,0,0,0,0,0,0,0,8880,0,0,0,0,346080,1431600,0,0,0,0,0,0,0,0,99840,175200,4677600,54720
BWM-VL07,0,372000,0,0,0,0,0,0,0,0,25920,0,0,0,0,0,0,0,0,0,32160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431280,0,0,0,0,0,0,0,0,0,12720,0,0,0,30240,0,0,0,0,0,0,0,0,15840,0,0,335520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434640,0,0,0,0,0,0,0,819840,0,352320,0,0,0,241680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77280,0,0,0,0,0,0,0,0,0,0,116160,0,3892080,0,0,0,0,0,0,0,0,0,0,0,720,0,1950960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMDVL,3380160,5028720,0,0,0,0,201600,64320,30960,135840,300480,0,0,423360,0,102720,915840,1518960,0,361680,364320,0,0,0,0,765120,0,0,0,192000,37440,0,0,0,523920,3120,0,0,196800,0,0,0,268080,0,0,1276560,0,196800,3953520,6291840,0,0,26880,314160,333840,0,0,528720,0,0,30240,0,0,0,0,0,0,0,0,0,0,920160,0,84000,14160,2690160,0,1049520,1180080,519600,0,883680,0,0,1357440,0,10320,756720,0,119760,71280,2354640,0,0,0,1440000,261600,4904880,1289520,0,0,0,0,0,205680,0,1251360,0,1621680,0,0,0,1200,0,0,0,0,901680,19680,1077600,2075280,0,0,0,0,0,0,3153360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,301200,0,58080,43920,0,0,0,0,0,54720,77520,0,1332240,4781040,0,431520,0,947520,0,0,19440,11351760,955920,53520,24480,0,0,0,602400,76320,0,0,1307520,100560,1140960,0,0,256080,0,1596000,968640,0,4308480,0,497520,0,6000,0,0,228000,0,0,0,527280,1146960,0,1446720,0,0,0,0,0,0,0,0,0,392400,1236000,0,0,335040
HSNR,12240,0,0,561120,0,1750800,0,0,0,0,0,185520,0,0,0,0,0,115920,0,0,0,0,343680,0,35760,0,0,0,503760,0,0,586560,0,0,0,0,687840,0,0,914400,0,132000,991200,0,0,0,0,0,0,0,0,0,0,0,0,0,24960,0,0,2001360,0,0,0,0,385920,0,4102320,0,75120,1046880,0,0,0,0,0,0,17280,88800,0,0,0,0,0,0,0,0,0,0,4326960,0,0,0,0,0,0,0,0,0,0,4126800,251760,0,2133120,0,0,0,0,1440,198000,119040,66000,3100800,0,0,476880,0,0,0,0,85440,0,0,3600,0,0,0,2706960,0,1043520,0,0,220560,279120,2076720,0,0,0,0,34080,0,39360,0,0,0,0,0,1313040,0,0,715200,0,37200,0,0,0,0,0,0,239040,0,0,0,0,0,0,0,0,99600,0,0,0,0,0,0,0,0,0,0,0,0,12720,0,0,120480,0,0,0,0,0,0,0,73920,0,0,0,0,0,0,0,0,0,0,1200,5266080,0,0,0,0,0,0,0,56640,2400,2400,256080,233040
RMEL,0,0,0,0,4581360,0,0,2880,0,0,0,0,3026880,0,0,2924640,0,0,0,122880,30480,0,0,1904640,0,0,0,1800240,0,0,959760,0,0,0,0,213600,0,0,817440,0,0,0,0,0,0,0,0,0,0,0,0,17520,0,0,1537920,49200,0,0,489600,0,0,0,0,38640,0,0,0,0,0,0,383520,24000,526080,107040,0,0,0,0,0,0,0,451200,0,0,0,0,0,83280,0,0,1678560,0,0,690480,613440,1260000,0,0,0,0,0,0,0,1947840,0,522720,0,0,0,0,0,0,0,0,0,0,1377600,0,5279520,40800,5140560,0,0,0,1635360,0,0,0,0,0,0,0,0,0,5060880,1345680,0,479040,0,0,0,96960,88800,0,155040,0,0,95520,0,0,0,0,0,0,0,119520,0,125280,1932720,1608960,0,582000,0,0,724320,720,0,0,0,2874720,0,1120800,0,125280,0,0,0,0,0,101280,0,1398240,647280,0,0,0,478800,0,0,40800,0,0,0,0,0,1290720,1200,541200,3606720,13440,0,0,0,0,0,79440,0,0,0,0,253920,0,0,0,0,0
AIMR,0,0,0,366240,0,5707200,0,0,0,0,0,28080,0,0,31440,0,0,299520,0,0,0,0,0,0,0,20160,0,0,0,430800,0,0,58320,70560,241440,0,149520,0,0,1379760,0,0,1961520,0,494880,477840,0,0,0,0,0,0,0,105600,0,0,0,720,0,0,0,0,385920,0,0,131040,2071920,0,0,483840,0,0,0,0,0,119040,0,350400,0,0,0,0,0,0,0,0,0,0,1249440,7200,0,70320,0,0,0,0,0,0,0,901920,9360,65520,2514720,0,0,0,0,0,0,376800,324000,382560,0,68640,0,0,0,720,0,273120,0,0,83040,0,0,0,0,0,635520,720,2862720,0,595440,0,0,0,0,0,58560,0,0,0,0,0,0,0,2060880,0,0,0,0,0,0,70800,401760,0,0,0,0,0,0,0,0,0,0,0,0,92640,0,0,56400,108000,0,0,0,0,0,0,0,0,0,0,0,14160,0,14880,0,0,0,0,0,5500320,222480,0,0,0,0,0,0,0,0,0,0,1293360,11760,0,0,0,0,647280,240960,0,262320,138720,0,108720
FLPR,68880,0,0,0,0,0,0,0,506160,0,0,111360,0,0,0,0,0,24960,0,0,0,0,0,0,0,232560,0,0,0,0,0,0,0,0,0,0,0,0,0,272880,0,0,0,0,110640,183360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131040,0,0,0,0,0,0,0,0,0,684960,0,0,0,462480,0,0,0,0,0,0,0,0,0,5280,210240,3601440,0,0,0,0,0,0,132720,0,0,170400,0,0,0,0,0,2538480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035360,0,0,0,0,8160,70320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44880,0,77280,0,0,0,0,0,0,0,94080,0,1298400,0,10320,0,531600,0,0,0,0,650160,0,0,0,0,0,0,1677840,0,0,0,0,0,0,0,221280,9120,0,0,0,0,0,0,0,0,0,0,10800,0,241440,0,0,0,0,23760,0,0,21360,0,0,0,0,0,0,0,592080,0,141600,417120
AVFR,134160,0,0,4435440,126240,2067120,455040,0,0,0,0,1863600,0,5280,0,11520,0,700800,0,0,0,0,2680560,0,0,1196160,0,0,2264880,192240,0,2690880,1680,0,3600,0,0,71520,0,1795200,2640,0,1220400,0,0,0,0,0,208800,12960,0,0,0,67200,0,0,6960,69360,0,15600,0,0,4102320,0,2071920,0,0,0,0,0,0,0,0,0,0,0,0,0,801840,9600,0,0,0,0,0,0,0,0,1692960,9360,0,37440,0,0,0,0,0,0,0,7946880,20160,0,906960,0,112560,16560,0,920880,0,0,0,1020000,0,0,147360,0,0,0,0,53760,31680,352560,0,0,0,0,20880,720,3782400,14640,167280,850080,0,113760,101040,0,0,0,0,0,0,0,0,0,0,0,960,0,0,100800,0,594720,0,0,586080,0,0,0,233760,0,0,0,312720,0,0,0,92880,5520,0,22560,0,60720,173760,0,0,0,0,0,0,0,3614880,0,315120,2458560,568320,0,0,0,2384880,0,530640,0,1200,0,0,0,0,19920,109440,67920,0,0,183360,8135520,0,0,53520,0,0,576960,55920,304800,1200,1920,9840,503040
BWM-VL04,527280,0,0,0,0,0,0,0,0,0,0,0,42480,0,0,0,169440,0,0,107520,0,0,870960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001040,0,0,0,0,0,14679840,0,0,0,0,345360,0,260400,0,515280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389920,0,0,0,0,108960,0,2363760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14640,0,0,12960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194640,0,0,0,0,0,0,9292320,28080,0,0,0,0,0,552960,0,0,0,0,0,1526640,0,0,1774800,207600,0,0,0,0,0,0,0,0,0,0,0,0,0,4724640,240,0,0,0,0,959040,0,0,19200,0,0,0,0,627600,0,0,0,0,0,0,0,0,0,0,2460720,0,0,0,222240,0,48240,0,0,0,0,0,0,0,0,0
ADFL,0,0,0,656400,0,0,0,0,0,0,0,0,0,0,14160,0,0,0,0,0,0,0,0,0,7089840,0,221280,0,857280,0,0,0,0,0,480,0,1138800,0,0,6240,0,0,0,0,0,0,0,0,248640,0,0,0,0,276000,809760,0,2550240,0,0,702480,0,0,75120,0,0,0,0,0,0,0,2640,0,0,0,322080,0,830160,0,0,0,0,0,1360320,0,0,7440,0,0,0,0,1097760,0,0,0,0,0,0,0,5760,0,0,0,0,0,0,0,0,0,3120,289440,553200,0,4596000,0,1383360,318000,102720,0,0,0,0,0,0,0,0,1064640,2958480,0,0,0,0,857760,167760,5348880,0,0,0,0,4080,0,2905920,0,0,116400,0,0,0,0,0,1018320,0,1557840,90000,620880,0,114480,0,0,0,0,0,0,0,0,0,0,0,0,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331680,0,2243520,0,0,0,0,0,0,0,0,0,377040,0,0,0,0,489360,9120,0,0,0,0,0,0,0,0,0,0,181680,0
AWAR,69840,0,0,0,0,208320,0,0,0,0,0,0,0,0,35520,0,0,177840,0,0,0,12720,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,1224240,0,4694880,3120,0,2278560,11760,0,0,0,0,3412320,0,0,720,0,0,0,0,0,0,0,0,1046880,0,483840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14640,0,0,0,0,0,0,0,0,1470480,0,0,0,0,0,0,0,0,0,20640,878400,0,0,516720,0,0,0,0,0,805200,3242880,3625440,1705200,0,0,35040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88080,0,0,6596880,0,0,0,0,0,7917840,0,4320,0,0,102480,0,0,996480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75600,0,0,0,0,135840,25920,0,965040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32160,0,0,0,0,2400,744960,0,0,15360,0,0,0,0,3840,0,0,0,385200,0,0,0,0,0,0,0,113520,0,0,0,0
URYVL,0,0,0,0,0,0,257280,0,0,0,88320,0,5221440,0,0,0,0,0,0,0,0,0,0,0,6000,262080,0,0,0,206160,0,0,0,0,123360,0,120720,0,0,0,0,0,0,19200,0,0,0,0,132240,0,0,45120,0,238080,3699360,0,0,0,349200,0,15840,0,0,383520,0,0,0,0,2640,0,0,0,0,2834880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981600,289200,0,0,848160,317280,0,0,0,0,0,0,0,0,0,0,170160,0,0,0,0,0,0,0,0,0,1279200,0,227040,0,691200,5280,0,0,0,0,0,0,0,0,0,179280,0,16800,0,0,0,5109360,0,0,127440,0,0,0,0,2160,0,286320,167280,5280,0,104400,78960,148080,0,3600,0,0,296160,0,260880,1529040,104400,0,240240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165360,0,0,546240,244560,41040,186960,0,0,234000,0,0,0,0,0,256320,1239840,494400,0,3153600,0,15840,0,315840,0,0,0,0,0,2939280,0,0,66000,419280,0
RMDVL,0,992880,0,0,1055040,0,6720,111120,0,0,0,0,0,0,0,343440,320400,2103600,186240,3081360,2233920,0,1407360,7440,0,0,0,479040,0,133200,1879920,0,0,40560,0,0,0,0,0,0,2832240,0,694800,580800,0,834720,0,1837200,0,705600,0,60480,0,123600,0,412800,0,0,0,0,0,920160,0,24000,0,0,0,0,0,0,0,0,2640,2292480,0,495600,0,0,0,381600,0,14630400,0,0,0,0,1337760,766560,0,0,0,908400,2748480,8640,0,0,177120,5157120,0,0,0,0,0,0,1354320,3835680,602880,0,0,0,0,0,0,0,0,0,0,788400,1741440,498480,816720,0,0,2400,99600,0,0,362400,0,0,0,0,0,0,0,0,12720,463920,0,0,0,0,403920,0,56400,0,0,404640,0,0,0,0,0,421680,0,216480,0,1758960,26880,120720,465840,0,2640,901920,0,0,183120,45600,0,7662720,0,0,434400,1755360,0,12960,0,25680,303600,2660400,0,2160,0,0,69120,0,711600,7221360,0,2436000,1517760,0,537600,154800,0,170880,0,0,4017840,1680,0,0,0,0,0,0,0,0,0,0,1075200,0,190320,0,32640,0
RIPR,0,0,70560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330640,0,0,0,0,3526080,0,29280,0,96720,0,0,7200,0,0,205200,0,0,0,43920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526080,0,0,0,0,0,0,0,2640,612960,36240,0,0,0,23040,0,0,0,0,0,0,0,0,0,0,0,0,6494400,0,1342320,0,0,0,0,0,0,0,0,2355360,0,4482960,0,0,0,0,0,0,0,0,0,779040,0,0,0,0,368400,183120,446880,0,0,0,211680,0,0,0,0,0,102480,506160,0,0,66240,7440,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,3494400,0,0,46080,0,0,0,0,422400,0,0,0,2598480,0,30000,0,0,0,0,69600,359040,0,642720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126880,10560,0,0,0,0,0,878160,0,0,22320,0
RMDVR,0,0,102240,0,2473680,0,0,0,241200,0,342000,0,270000,0,0,0,592080,0,0,1321920,449040,0,209520,0,0,764640,0,0,0,0,0,0,3184320,2463840,0,46560,0,0,0,0,78240,0,1222320,32160,0,398880,1704960,372720,0,0,0,770880,0,1291440,0,0,0,31920,0,0,335520,84000,0,107040,0,0,0,2389920,0,0,2834880,2292480,36240,0,16800,0,0,515520,0,14160,0,520800,0,0,658560,0,0,565440,0,0,0,317760,0,0,24480,0,0,7653120,48720,0,0,7344240,0,95520,195840,0,0,0,0,0,0,0,0,303360,0,0,1854000,0,3660960,0,839040,0,74400,0,129120,0,0,1247280,0,0,0,0,0,0,0,11760,0,15765120,0,0,0,411840,0,0,255600,1142880,0,1876800,0,0,0,3054480,71040,2102400,0,362880,8160,2272320,0,0,78960,34320,66000,601920,0,0,2400,0,0,0,0,1440,1793520,138720,0,0,720,0,10800,0,0,112320,0,0,220800,0,3121200,5973360,0,2276160,385920,0,0,0,10800,0,0,0,18720,3551760,409920,0,0,0,0,0,786720,36000,0,0,287520,0,743280,0,0,91200
AIBL,6158160,1539600,0,0,0,0,0,0,0,1037040,420240,0,0,8400,1469040,0,657840,3360,237840,0,0,3919440,0,230400,1764480,586800,1197840,0,822960,311280,0,54960,34320,0,0,0,0,0,38640,0,0,0,332880,1449360,0,275280,0,0,404400,1077600,0,0,1693920,44880,71520,0,0,0,0,1159200,0,14160,0,0,0,684960,0,0,322080,0,0,0,0,16800,0,548880,6956640,0,0,0,0,0,1067520,0,18480,6914400,0,0,0,957120,0,0,0,0,0,1725840,1104960,123120,1874880,34560,0,0,0,0,0,0,3016320,1861680,0,4918800,3120,0,390960,0,11610720,1387440,0,0,360480,0,316320,0,151440,0,0,1926480,137520,1838880,0,0,215520,183120,0,88800,0,0,0,0,1568880,0,727920,0,0,187680,0,115920,146160,0,1158720,4931520,0,7920,225360,520560,1119840,1939680,746640,0,486480,128640,4482960,0,768000,0,2931120,0,3334560,36480,446880,49920,0,0,0,0,319440,0,0,0,0,390720,15600,0,0,0,814800,1027920,0,0,0,0,476160,0,0,0,846720,71040,1960080,139920,10800,74160,0,2500800,0,0,0,0,0,0,0,0,100800,0,986160,0,3077520,0
