,RMGR,AIYR,AIYL,RMEV,AIZL,AIZR,RIAR,RIAL,RIBL,RIH,SAADL,ASGR,AVL,RIR,RIVR,ADFL,RIVL,ADFR,SMBVR,SMBVL,AIAR,PVT,DVC,AVKL,AVKR,ASIR,FLPL,AWAR,AIMR,AIBL,BDUR,SIAVR,SIAVL,BWM-VR07,ASHL,SMDDR,PVQR,RIFR,DVA,PVCR,AWAL,AIAL,BWM-VL07,BWM-VR03,BWM-VR01,BWM-VR02,BWM-VR04,BWM-VL01,BWM-VL04,BWM-VL06,BWM-VL02,BWM-VL08,BWM-VR08,BWM-VR06,BWM-VR05,ASJL,PVQL,AIML,ASGL,RMGL,BDUL,AVBR,BWM-VL03,BWM-VL05,PVCL,AUAL,PVPL,ADLL,AWCR,URBL,AVAL,ALML,AINL,ADLR,AVER,AVEL,SIBDR,RIMR,RIML,RIGL,AVHL,AVJL,SMBDR,SAAVL,ASJR,URBR,ASKL,SMBDL,AVHR,AVJR,BWM-DL06,URYVR,ASER,URXR,BWM-DL07,BWM-DL05,BWM-DL02,BWM-DL04,BWM-DL08,ALA,BWM-DR08,BWM-DR03,BWM-DR07,BWM-DR01,BWM-DL01,BWM-DR05,BWM-DL03,RIS,AVAR,AWCL,RIBR,OLQDR,BWM-DR06,BWM-DR02,BWM-DR04,SIADL,RMEL,URYDR,URYDL,IL2DR,OLQDL,SMDDL,SMDVR,IL2R,IL1L,IL1DL,IL2DL,URADL,IL1VR,IL1DR,RIPL,URADR,URAVR,OLQVR,IL2VR,URAVL,IL1VL,IL2VL,OLQVL,IL1R,OLLL,OLLR,IL2L,RMED,RMER,CEPDL,URYVL,RIPR,URXL,CEPDR,RMDVL,RMDVR,RMDR,RMDL,SIADR,SIBDL,ALMR,AINR,SIBVL,BAGL,BAGR,CEPVR,CEPVL,SIBVR,RID,RICR,RICL,AVDL,AVDR,RIFL,AUAR,ASIL,PVR,AIBR,ASHR,ADAR,AVBL,RIGR,ADAL,AFDR,ASEL,AWBL,AWBR,PVPR,RMDDR,SAADR,SAAVR,ADEL,ADER,SMDVL,RMDDL,AFDL,ASKR,FLPR,CANR,CANL,DB1,excgl,excduct,SABD
SMDVR,0,0,0,268032,0,0,1124352,1546240,579584,0,1584896,0,178688,0,1601536,0,35072,0,0,477952,0,0,89344,30976,166912,0,0,0,0,313088,0,29952,606976,0,0,427520,0,0,331008,0,0,0,0,125184,76032,0,0,19968,0,14336,0,0,0,0,2304,0,0,0,0,601344,139520,0,252928,0,0,0,4352,0,0,0,136704,0,20736,0,432640,0,119808,991232,803584,0,0,0,15872,264192,0,3840,0,0,150016,0,0,0,0,5120,0,0,0,0,0,0,0,72960,0,38912,0,0,0,1020416,504576,1536,46848,0,0,0,0,884736,0,64768,0,0,0,3196928,0,9216,0,0,0,0,41728,19200,0,0,0,0,0,0,0,0,0,72704,87552,229120,0,84224,0,0,258560,0,0,9216,76544,131072,307712,114688,780800,90368,15616,52992,0,0,41984,0,903936,0,0,219136,368384,81920,154368,0,40192,0,0,0,0,0,0,28160,409856,0,0,0,0,0,0,0,702720,171776,0,1317632,403456,0,0,0,0,0,0,768,0,0
IL2R,185856,76032,0,519936,0,0,0,0,0,310016,126976,0,0,0,79616,0,0,0,173056,0,0,0,0,0,0,42752,0,0,13312,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22784,0,0,0,0,0,0,27136,0,0,0,58880,40192,61440,0,9216,0,0,0,0,0,0,0,64256,730112,0,0,0,0,0,0,0,275200,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,66560,124160,379136,0,8448,0,0,2116608,0,0,2048,0,1024,9216,0,0,0,0,0,0,25600,0,254208,101376,358400,87552,0,0,0,0,1028352,0,935936,0,455936,969984,0,0,0,0,0,28672,0,15360,165888,0,0,73728,0,0,0,0,0,0,0,0,50176,0,0,0,0,28928,0,0,1024,8704,46336,0,0,0,0,5120,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,0,0,0,0,0
IL1L,0,0,0,18432,0,0,12544,258816,0,0,0,0,0,0,0,0,93440,0,0,86016,0,0,0,0,0,0,0,0,0,0,0,0,53504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20992,0,484352,0,0,0,0,86528,0,0,0,43776,0,0,0,0,0,3584,0,18944,0,1181952,77312,0,0,0,202752,175104,0,0,0,0,0,0,0,90112,0,0,0,0,0,0,0,0,1792,0,0,0,296192,11264,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,0,0,0,0,97024,0,0,0,0,0,0,0,0,285952,0,107520,0,0,0,0,0,0,0,223744,207872,0,0,0,1016832,0,1166080,56320,1083392,37376,0,0,86528,0,630016,347648,221184,231680,0,0,0,27904,0,2304,0,0,0,0,0,0,58368,0,0,131584,0,0,96768,0,0,0,0,0,0,0,0,0,0,0,379904,6144,0,0,0,95232,565248,0,0,0,0,0,0,0,0,0
IL1DL,0,0,18944,261632,32256,0,0,0,92416,22272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20992,0,22784,0,0,7680,0,0,0,0,96000,0,18688,33792,0,0,0,37888,0,0,0,0,0,0,24576,27392,33280,2048,0,0,0,15360,0,0,0,0,0,51712,0,0,0,61952,0,0,13056,0,0,0,0,123904,0,0,0,0,4864,0,0,0,0,0,0,854784,0,2348800,0,1520384,0,0,0,285952,0,876800,794368,0,0,704768,0,0,0,0,0,0,0,0,0,547840,2816,0,264704,0,458496,0,0,0,0,2042624,0,0,0,0,0,0,32256,13568,55808,4608,0,0,0,0,0,0,17664,56320,0,0,7168,192768,0,0,0,0,0,0,0,0,0,0,0,20736,0,0,0,0,43520,0,12288,0,0,0,0,0,0,0,0
IL2DL,0,0,6912,69888,0,0,0,0,47360,916992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19968,0,9728,0,0,37376,0,0,0,0,41728,0,24576,38656,0,256,11008,48896,0,0,75008,0,0,0,0,59136,3328,0,0,0,0,0,0,0,0,0,0,25600,0,0,0,0,0,0,22016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154624,0,552192,0,879360,0,0,0,0,876800,0,1252096,0,0,1167616,0,0,0,0,0,0,0,0,0,0,0,98304,172544,111872,932352,0,43264,0,0,0,0,0,0,0,0,0,40192,0,41216,16384,0,0,0,0,22016,57856,0,107520,45056,0,17152,180736,0,0,0,0,0,63232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADL,0,0,0,359936,0,0,0,0,1536,33792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29184,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,86016,0,0,0,0,0,0,0,0,0,0,0,0,0,632832,0,0,0,0,0,0,0,681216,0,0,0,0,0,0,0,0,0,0,0,162048,0,883456,0,353280,0,0,0,107520,794368,1252096,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,192768,323328,585728,413952,0,0,0,0,5376,0,0,0,0,0,0,0,0,512,0,0,0,0,0,64768,55040,0,0,57856,0,3840,373760,0,0,0,0,0,149504,0,0,0,0,0,181760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1VR,0,0,0,367872,0,0,18432,0,32000,26368,0,0,48896,0,0,0,0,0,24832,0,0,0,50688,0,0,0,0,0,0,63232,0,29952,0,0,0,29184,0,0,37632,0,0,0,0,0,116480,96000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,38656,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,1560832,0,101376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36864,0,0,0,0,0,0,0,0,0,0,11776,41728,0,0,0,0,0,0,0,0,0,162048,787712,532224,0,0,0,0,174336,0,539904,0,307712,573440,0,0,719104,0,0,13312,0,0,0,60160,0,0,0,13568,94976,0,569344,0,43008,0,33792,34048,0,0,0,0,0,5376,0,0,15104,0,34048,0,0,0,0,0,0,2097408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,101632,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,0,0,3072,48384,25088,29440,0,17664,0,0,7680,0,41984,0,0,0,0,0,0,34048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28160,0,0,0,23040,37120,0,0,0,0,0,0,0,0,0,0,67328,0,0,0,43520,10496,0,0,0,19712,0,0,0,0,0,68352,0,0,0,152832,0,0,0,0,0,42752,86528,1728768,0,88320,0,0,41728,1734656,0,940800,0,0,19200,25600,0,0,0,0,0,0,0,1117184,0,0,0,0,0,0,0,240640,0,297728,0,243456,749056,0,0,688384,0,390144,0,2006272,0,0,0,0,0,28928,0,17408,77056,0,0,0,0,0,0,75264,0,0,86016,0,260864,8960,0,0,0,79872,0,15360,20224,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0
RIPL,0,0,0,182016,0,0,0,0,0,1045248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187904,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121088,0,0,0,0,0,0,0,63232,0,0,0,0,0,0,0,0,0,0,0,196608,0,0,0,73728,0,0,0,0,704768,1167616,1048576,0,0,0,0,0,0,0,886784,836864,966144,199424,0,0,0,3072,217088,142336,47872,0,572160,0,0,13568,0,0,0,0,0,0,0,0,0,0,0,44288,0,0,0,0,0,0,0,0,0,131840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15616,0,0,0,0,0,0,0,0,0
URADR,0,0,0,201472,0,0,0,0,0,5888,0,0,0,0,84480,0,85504,0,0,0,0,0,0,0,0,0,0,0,20224,0,88576,0,0,0,0,0,0,68608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22016,43520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5376,0,0,0,0,47616,0,0,0,0,0,105216,42496,25088,0,0,0,0,0,0,0,0,0,0,0,0,0,978688,0,0,0,0,21504,0,0,233472,0,422400,0,0,535040,1185024,0,1337088,0,0,0,254208,0,0,0,0,0,1117184,0,0,0,0,0,0,0,0,0,131072,0,0,0,52480,149504,0,0,1068288,0,586752,0,41728,0,50944,0,0,0,0,0,0,0,0,0,3840,0,50432,77056,8960,70144,0,0,0,215552,0,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119808,0,0,0,0,0,0,0,0,0
URAVR,0,0,0,295424,0,0,15104,0,0,0,0,0,4096,0,0,0,0,0,13056,0,0,0,45312,0,0,0,0,0,0,49664,0,16896,0,0,0,0,0,0,54784,0,0,0,0,0,1007616,691200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21760,0,0,0,0,0,768,0,0,0,0,0,0,0,0,331008,0,113664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203008,0,0,2816,0,0,597760,0,0,0,0,0,0,101376,0,0,0,0,162048,0,0,0,0,144640,954624,0,0,0,0,212736,0,124928,0,358912,204800,0,0,877312,0,0,15616,0,0,0,42752,0,0,0,19968,97280,0,123904,0,27392,0,0,9984,0,0,0,0,0,98816,0,0,8704,0,38912,0,0,0,0,0,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,0,0,0,0,0,0,16128,0,0,1729536,0,0,55808,43264,0,0,24832,45312,329472,0,0,18176,252672,0,0,0,0,0,0,0,0,27136,0,0,0,0,0,0,43520,19200,0,0,0,0,0,0,0,0,0,0,0,0,21760,0,0,0,0,0,0,0,0,12032,0,0,0,0,0,0,0,0,0,0,4352,22784,0,46336,198656,0,0,0,52480,40192,0,0,0,78336,0,0,0,0,0,442880,0,50688,0,0,0,0,0,0,0,0,0,0,0,0,0,112128,0,0,175360,0,0,0,0,0,0,0,0,0,0,0,0,358400,0,0,0,0,787712,0,0,0,144640,458752,417536,0,0,0,0,0,0,193536,0,135424,537088,0,0,418304,0,0,706048,0,0,0,0,0,4608,0,48384,70400,0,254208,0,17664,0,164096,35584,59392,0,0,12288,0,309248,0,0,207616,0,191232,0,0,0,0,30976,0,80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,200960,0,0,53760,0,0,708864,0,0,45824,0,0,0,1024,0,21248,0,0,0,56064,0,0,0,0,0,0,66048,0,22528,0,0,0,0,0,0,15360,0,0,0,0,0,82944,74752,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19968,0,0,0,0,0,2048,0,0,0,0,0,0,0,0,202496,0,98816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317696,0,0,0,0,0,0,87552,0,0,0,0,532224,0,0,0,954624,417536,0,0,0,0,0,0,0,0,0,141568,268032,0,0,1115648,0,0,89856,0,0,0,26624,0,0,0,0,87808,0,803840,0,0,0,53504,22784,0,0,0,0,0,0,0,0,27136,0,47616,0,0,0,0,0,0,44288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVL,0,0,0,227328,0,0,0,78592,228864,87296,0,0,47360,0,0,0,0,0,0,0,0,26624,0,0,0,0,0,0,0,0,0,0,34304,0,0,0,0,0,91904,0,0,0,0,0,0,0,0,1075968,0,0,609536,0,0,0,0,0,0,0,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46592,132608,0,0,0,0,0,0,0,223744,0,0,0,0,0,886784,0,0,0,0,0,307200,1672192,385024,0,0,0,108800,467456,581120,0,330496,0,96768,0,0,33792,0,0,0,34816,0,0,39936,0,133376,0,330496,72448,0,17152,4352,0,0,0,0,0,209152,131072,0,0,0,0,30976,0,0,0,0,0,0,0,0,0,0,0,22528,0,0,0,0,0,0,0,0,0
IL1VL,0,0,0,171776,0,0,0,43008,3584,512,0,0,23040,0,0,0,0,0,0,41472,0,21504,0,0,0,0,0,0,0,0,0,0,50432,0,0,0,0,0,52224,0,0,0,0,0,0,0,0,92672,0,0,15872,0,0,0,0,0,0,0,0,0,0,28416,0,0,0,0,6144,0,0,0,0,0,0,0,22016,0,0,0,0,42240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46080,645632,0,0,0,0,9472,0,0,207872,0,0,0,0,0,836864,0,0,0,0,307200,0,1153024,1001216,0,453888,0,0,122368,0,0,1457664,0,54272,0,0,123648,12800,0,0,64512,0,0,16128,0,125696,0,1121280,8192,0,16896,45824,0,0,0,0,0,103936,103424,0,0,0,0,17152,0,0,0,0,0,0,0,0,0,0,0,2567424,0,0,0,0,0,0,0,0,0
IL2VL,0,0,0,291584,0,0,0,110848,39424,799744,0,0,62720,6912,0,0,0,0,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,24576,0,0,0,0,0,33792,0,0,0,0,0,0,0,0,123392,0,0,0,0,0,0,0,0,0,0,0,0,0,13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66816,186368,0,0,0,0,0,0,0,0,0,0,0,0,0,966144,0,0,0,0,1672192,1153024,0,574720,0,0,0,46080,215808,289792,0,278528,0,54784,0,0,8704,0,0,0,30720,0,0,1280,0,125952,0,558080,17920,0,56832,36608,0,0,0,0,0,117248,96000,0,0,0,0,37632,0,0,0,0,0,0,0,0,0,0,0,15872,0,0,0,0,0,0,0,0,0
OLQVL,0,0,0,126208,8192,0,0,9984,207360,1729280,0,0,62208,28160,0,8192,0,0,0,372480,0,105984,177664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26112,9728,34816,36864,0,61952,8192,0,0,0,56832,0,0,0,0,136192,0,0,0,0,0,0,0,0,45056,38656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141056,0,0,0,0,0,0,0,0,961280,0,0,0,0,0,0,0,0,0,0,0,0,0,199424,0,0,0,0,385024,1001216,574720,17664,0,114432,0,550400,0,2304,0,573184,0,96768,0,0,717056,23040,0,0,265472,0,0,0,0,164352,0,247808,18944,0,38144,281088,0,50944,0,0,0,199936,0,0,0,15616,0,176128,0,0,24576,0,0,0,0,0,0,0,0,71168,0,0,0,0,0,0,0,0,0
IL1R,41984,0,0,25856,0,0,158976,42496,0,0,0,0,0,0,137984,0,0,0,35328,0,0,0,0,0,0,27392,0,0,25344,0,5376,4352,0,0,0,0,0,121344,0,0,0,0,0,0,0,444160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17152,0,0,0,63744,20992,183552,271872,0,0,0,0,0,0,0,0,48896,1036544,0,0,0,0,0,0,0,214272,0,0,0,0,0,17152,0,0,0,0,0,0,0,0,87808,139264,22528,0,0,415232,0,0,791552,0,0,0,0,14080,72704,1028352,0,0,0,0,174336,240640,0,131072,212736,0,0,0,0,0,0,0,0,699648,0,0,94208,0,0,0,0,43776,332032,848128,322560,360448,0,0,126208,0,0,0,0,0,0,0,0,61184,0,0,0,0,10240,0,0,0,0,0,0,0,0,0,0,0,0,0,758016,0,128512,0,0,0,393728,0,16384,0,0,0,0,0,0,0
OLLL,0,0,0,738816,0,0,0,0,652032,33024,0,0,55808,0,0,0,0,0,0,121088,0,126464,166144,0,0,0,0,0,0,0,0,0,13312,0,0,180480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39680,0,39680,0,5888,0,0,0,0,0,0,0,78848,0,1064960,0,0,0,0,1654272,0,0,12800,15616,440832,0,93440,11520,0,0,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,38400,0,0,0,0,0,0,0,80896,19456,0,3328,0,0,0,0,0,1606400,0,1280,0,155904,44800,87552,0,1016832,547840,0,0,0,0,0,0,0,0,0,0,453888,0,114432,0,0,220928,1271040,631296,375296,382464,69888,0,1792,0,811520,29440,338688,112384,104704,110080,0,19200,27904,0,0,0,622592,4096,0,0,3584,53760,0,0,0,0,0,64768,0,0,0,0,3328,0,0,0,0,0,77568,380160,16640,0,0,280320,779520,0,0,0,0,0,0,0,0,0
OLLR,0,77824,0,1050624,0,0,0,0,47616,0,288768,0,68864,0,0,0,0,0,115968,0,0,0,109056,0,0,28416,0,0,16128,13056,0,5632,0,0,0,115456,0,0,0,0,0,0,0,0,0,15872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22528,0,0,0,56320,91136,0,1724928,64256,0,0,0,0,0,0,0,51456,815872,0,0,0,72960,0,8704,0,65792,0,0,0,0,0,28928,0,0,0,0,0,0,0,0,0,29952,660480,109056,0,8192,0,39680,222976,43008,0,0,0,271872,229120,935936,0,2816,0,0,539904,297728,0,0,124928,193536,0,0,0,0,0,699648,220928,0,0,579072,1497088,0,0,0,0,499968,12544,940544,22528,279296,0,50432,0,37632,2048,0,0,657408,0,0,0,1024,0,0,41728,0,43520,0,0,0,0,0,0,372480,0,0,0,0,0,0,863488,38656,0,0,0,206336,0,0,16640,0,0,0,0,0,0,0
IL2L,0,0,0,438272,0,0,0,0,0,761088,0,0,0,0,0,0,2048,0,0,190464,0,0,0,0,0,0,0,0,0,0,0,0,23808,0,0,0,0,0,0,0,40704,0,0,0,0,0,0,0,0,0,512,0,0,0,0,52224,23040,13056,0,199168,0,0,0,0,0,0,0,128768,0,940544,0,55552,0,0,0,179968,0,0,0,0,0,0,0,0,0,0,6400,0,0,0,0,0,9984,0,0,0,0,0,0,75776,0,0,0,0,0,0,0,0,0,11008,0,0,0,0,0,0,837888,0,97280,0,491520,0,0,0,1166080,0,98304,192768,0,0,3072,0,0,0,0,108800,0,46080,550400,0,1271040,0,0,179456,1737728,141568,0,0,282112,0,0,0,124160,29696,0,60672,0,51712,90880,0,0,0,0,62976,0,0,31232,0,0,0,0,0,35328,0,0,0,0,0,10496,0,0,0,0,0,0,112128,0,0,0,40192,0,0,0,0,0,9216,0,0,0,0
RMED,0,0,0,4494080,0,0,0,0,198912,911360,0,0,427008,0,0,0,0,0,0,0,0,277760,341760,5888,0,0,0,0,0,68864,0,0,0,0,0,324352,0,0,0,0,0,0,0,12288,84736,0,0,226560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11776,0,0,0,0,0,0,0,0,0,0,0,15104,37120,0,0,0,32768,0,0,153600,0,0,0,0,109312,0,0,0,207360,0,7424,0,154880,3328,0,0,0,0,91904,0,43776,39168,109568,92928,780544,0,0,402944,186880,0,0,0,0,1521920,405504,267264,395776,183808,286464,84224,455936,56320,264704,172544,323328,307712,243456,217088,52480,358912,135424,141568,467456,122368,215808,0,0,631296,579072,179456,0,1659648,32768,162048,331776,0,79872,1095936,1083136,0,0,0,0,0,0,6144,0,147968,1024,0,0,0,0,0,12032,0,0,0,0,0,0,0,0,0,412928,0,0,0,0,0,0,246016,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,0
RMER,0,0,0,1878016,0,0,0,0,0,688896,0,0,472832,0,0,0,0,0,0,0,0,24832,145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,35328,0,76800,0,0,873984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19712,0,0,0,0,0,50688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174592,0,0,0,0,813056,0,0,0,0,0,0,1280,47872,0,0,401408,0,0,401920,1222400,0,4608,0,0,807424,227584,0,256256,0,0,0,969984,1083392,0,111872,585728,573440,749056,142336,149504,204800,537088,268032,581120,0,289792,2304,94208,375296,1497088,1737728,1659648,10752,0,2560,571136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154880,0,0,0,0,0,0,45824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,0,0,18176,693248,157952,589056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39680,0,0,0,0,0,82432,0,10496,0,631808,60416,516096,95232,0,465152,0,0,0,0,0,100608,0,117248,0,0,0,0,8192,0,0,485888,0,21504,0,64768,380672,95744,320256,728320,6144,0,0,0,0,768,0,18432,685312,0,0,0,0,0,0,0,0,0,0,861440,0,342784,0,0,0,37376,458496,932352,413952,0,0,47872,0,0,0,0,0,0,0,0,0,382464,0,141568,32768,0,0,0,180736,849408,0,1100032,44288,65280,331008,0,0,0,23552,193280,57088,0,0,0,0,0,216832,186880,29952,68096,0,0,37888,897024,0,0,0,0,0,237056,0,0,0,0,0,603136,18688,0,0,0,12288,0,0,0,0,0,0,0,0,0,0
URYVL,0,0,0,683520,0,0,0,34816,668928,122368,84736,0,229120,39424,0,7936,0,0,0,0,0,186624,265216,17920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,0,0,0,40704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36352,37888,41984,100608,0,3072,0,7936,0,0,680960,0,0,0,0,224000,0,0,0,0,0,0,0,61696,72448,37888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179968,42752,0,0,0,0,0,0,38400,249856,0,0,0,0,11776,258560,0,0,0,0,0,0,0,0,0,0,0,0,330496,1457664,278528,573184,0,69888,0,0,162048,2560,0,0,0,163328,0,0,345856,7168,0,0,74752,0,0,46848,0,79616,0,1506816,106496,768,61440,30208,0,96000,0,0,0,173824,101376,0,0,33792,0,94720,0,0,35584,0,0,0,0,0,0,0,0,1163008,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,112128,0,0,0,0,0,731392,0,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166656,76288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58112,0,0,0,14592,0,126720,0,0,0,0,0,0,0,0,0,19712,0,0,0,0,0,0,0,32512,0,48128,0,0,283392,0,0,1440512,226560,0,0,0,0,0,43264,0,719104,688384,572160,1068288,877312,418304,1115648,0,0,0,0,0,0,0,0,331776,571136,180736,0,0,0,27136,0,27136,0,0,0,0,0,0,19712,0,0,177152,0,1280,0,0,0,0,0,0,0,0,323584,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,0,0,16896,0,0,0,0,0,0,0,0,0
URXL,0,0,89856,0,8960,0,0,910848,186880,28416,0,0,0,952320,0,706560,0,0,0,85504,0,0,0,0,0,0,0,0,0,16640,0,0,0,0,356096,78592,0,0,195840,0,210944,26112,0,0,0,0,0,0,0,0,0,0,0,0,0,66816,135168,124928,0,402176,84992,3328,0,0,32256,1777920,331264,0,0,325632,8704,271360,57856,0,0,67072,44288,0,0,81152,32768,17664,0,0,0,0,8960,0,186880,69376,0,0,0,0,0,0,0,0,0,30976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89344,0,879872,0,0,0,0,0,86528,0,0,0,0,0,0,0,0,0,0,96768,54272,54784,96768,0,1792,0,282112,0,0,849408,163328,0,0,0,0,0,0,0,121856,0,0,6400,0,7424,39680,0,36352,0,0,54784,46848,46336,84224,3072,0,0,172544,121856,0,0,19712,0,407296,0,67328,544256,0,0,0,0,0,0,0,0,0,248320,0,0,0,0,0,0,0,0
CEPDR,0,0,0,0,0,0,906752,46336,0,427776,0,0,0,0,15872,0,44544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37888,0,91904,0,0,0,0,0,0,0,0,60928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20992,0,1792,311552,0,0,0,0,0,2304,0,0,0,952320,0,128256,81152,35328,0,0,0,905728,0,111104,0,0,0,0,707584,221952,354304,99840,0,353536,30976,616448,6400,0,231680,643072,590336,5888,402432,0,0,730368,0,698112,0,913664,9216,0,0,0,0,0,0,390144,0,586752,0,0,0,0,0,0,0,43776,0,499968,0,79872,0,0,0,27136,0,0,768,856576,251392,263168,0,6656,346880,59136,0,0,32512,0,0,160256,0,215808,272640,91136,42752,0,100352,0,786432,0,0,90880,0,0,0,0,0,0,0,0,768,0,0,0,0,0,730112,0,0,0,0,0,0,0,0,0
