,RMFR,RMFL,BWM-VL02,BWM-DR06,BWM-DL03,BWM-VL01,BWM-VL07,AVFR,ADAR,RMDVR,OLQVL,URBR,URXR,CEPDR,RMEV,RICR,RMEL,OLLL,IL1DR,URXL,OLLR,RMER,RIGL,ADEL,AUAR,PVPR,DVA,AVAR,RMDR,FLPR,RMDVL,BAGR,AIYR,SAADR,BAGL,RIPL,RMGL,AIBR,SAAVR,ASHR,BDUR,IL1VR,SIBVL,RMHL,RIMR,RIBR,BWM-DR02,OLQVR,CEPDL,URAVR,BWM-DL07,BWM-DL05,IL2DL,IL1DL,BWM-DL01,RMGR,IL2R,URYDR,ALNL,PVR,URADR,IL2DR,OLQDR,AVDR,URYVR,ALNR,ADER,SDQL,RIAR,IL1R,AVEL,BWM-VL04,BWM-VL08,RIVL,BWM-VR04,BWM-VR02,ADLR,BWM-VL06,ALA,CEPVL,BWM-VL03,IL1VL,AVER,AIZL,RIVR,AVL,CEPVR,BWM-VR05,RMDDR,SAADL,BWM-VR03,BWM-VR01,BWM-VR07,BWM-VR08,BWM-VR06,ALMR,ALML,RMDDL,AVJL,AWBR,ADAL,BWM-VL05,ASIR,SMDDL,RMHR,SIBDR,BDUL,AVDL,SMBDR,AFDL,PVCR,AVHL,SIAVR,SDQR,AIBL,SMDDR,SMBVR,PVT,SIADR,DVC,SIBVR,ASJR,PVQR,ASGR,ASER,RIFR,AWCR,AFDR,FLPL,RIH,AVBR,AWAR,AIMR,AVM,SMBDL,PVCL,AIZR,AIAR,AINL,AINR,AIYL,AVJR,ASHL,AUAL,AWBL,PVPL,PVQL,ASJL,ASGL,ASEL,AWAL,SIBDL,AIML,ASKL,AIAL,SMBVL,SIADL,SMDVR,RIML,ADFL,BWM-DL08,OLQDL,URYDL,BWM-DL06,URYVL,URBL,BWM-DL04,AWCL,RMDL,AQR,URADL,BWM-DL02,RMED,BWM-DR04,BWM-DR08,RICL,RIS,BWM-DR01,BWM-DR07,BWM-DR03,BWM-DR05,RIGR,IL2VL,IL2VR,RIPR,IL2L,IL1L,URAVL,SAAVL,ADFR,AVAL,RID,AVHR,AVKR,AVKL,SIAVL,RIBL,ADLL,RIR,AVBL,ASKR,RIAL,SMDVL,RIFL,ASIL,AVFL,excgl,VB1,SABD,VA3,VA2,DB1,VA1,VB2,CANL,CANR
BWM-DR07,0,0,0,0,0,0,0,0,0,314880,0,0,0,549120,0,86160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152040,0,0,0,0,0,196800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290400,855840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR03,0,0,0,0,498600,0,0,0,0,10560,0,0,0,347400,286200,40560,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360,0,0,0,0,68880,0,0,118440,0,0,86880,0,0,677400,44040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349080,0,0,0,0,0,0,0,0,1255920,0,0,0,0,0,164520,0,0,0,0,0,0,0,0,0,0,0,43680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42120,0,0,0,0,3912960,290400,0,3147240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,58560,0,0,0,376080,59160,87960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12240,0,0,0,0,0,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61560,0,0,0,0,0,0,0,0,1171200,0,0,0,0,0,341520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,113280,855840,3147240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,891720,0,0,0,0,0,0,0,0,0,0,0,697200,0,97680,0,0,0,131640,0,728040,286680,907680,865920,0,217800,31680,151920,0,326640,0,47400,960,1204560,1779840,0,0,840,4680,0,0,0,0,906000,1758360,193320,0,551880,0,93840,0,0,0,0,0,236760,0,266880,0,0,0,480,186360,12240,569760,118800,124320,0,695040,0,171240,0,0,806280,0,0,14760,0,0,0,0,0,497760,18840,0,1403280,0,0,0,659400,0,0,0,0,0,0,0,0,10800,188880,0,0,0,0,553920,0,0,40680,245040,0,0,32880,0,0,1491240,0,564960,1314000,974280,2548440,52680,0,0,0,0,0,0,38040,82920,263040,0,11520,0,0,18840,386760,1651800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336600,0,0,0,0,0,0,0,0,0,0,305760,0,0,887160,0,0,3360,607440,0,0,0,0,0,0,0,0,0,0,0,1203720,505440,98040,193560,0,287640,1847880,0,0,0,1280520,382200,0,0,3840,0,0,0,56280,0,0,0,0,0,0,0,0,0
IL2VL,0,0,1320,0,0,68880,0,0,0,0,1114080,0,0,0,321120,83040,346560,0,0,32400,0,442320,73920,0,0,0,28080,0,0,0,0,215640,0,0,0,2182680,0,104760,0,0,0,0,3360,95760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914400,0,1399200,0,0,37920,0,0,0,0,0,0,0,0,0,0,0,0,109080,0,0,71760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41760,0,111120,0,0,0,0,0,0,0,0,0,1010640,0,0,0,0,30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41520,0,0,0,0,0,0,0,187440,0,0,0,0,5760,0,0,359400,0,0,133800,0,0,0,0,0,0,0,0,0,81480,0,1715280,0,0,0,0,0,0,0,58440,0,0,0,0,0,137520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,102240,0,0,0,54480,0,401760,141360,534600,0,0,0,0,344880,0,0,0,0,15840,0,0,0,20040,0,0,0,202560,0,0,0,0,0,0,1448040,0,0,0,3960,0,627960,0,1937160,0,0,0,0,0,0,164880,0,0,0,0,0,0,0,355680,0,0,0,204480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33720,2067840,0,56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86760,0,0,120,0,0,0,29160,0,118800,0,102000,212280,48240,60240,16680,0,0,0,0,0,0,0,0,1006440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,212880,0,0,108120,0,0,0,0,0,0,0,0,1940520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,0,0,0,0,0,0,2280,0,56520,122520,123240,188160,23880,276240,0,1634280,0,0,201360,0,0,0,0,67320,0,0,0,16560,0,0,0,0,515760,0,0,0,0,0,1828560,144720,0,0,0,135000,610200,0,2314920,0,0,0,0,0,0,0,0,0,1415520,2298480,2904600,134520,18960,89160,0,0,0,0,0,0,0,0,26760,0,147720,6600,0,0,0,0,0,0,0,69240,0,209400,0,5040,0,0,63840,0,0,0,0,0,1320,0,0,0,0,0,0,0,1440,0,2040,0,0,0,0,0,0,0,0,58200,0,0,0,74640,0,0,0,0,0,0,0,0,1364760,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49560,0,0,0,0,0,0,0,0,0,0,251880,3720,0,0,0,102120,0,0,0,0,0,1940520,44880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,0,0,0,0,0,0,0,240,0,0,911160,0,0,0,605400,9720,1271040,1899960,0,495240,0,3011280,5400,94920,0,0,0,0,456600,0,0,0,0,40320,0,0,393360,2880,0,0,0,0,160200,0,0,0,0,0,0,0,0,0,4200,76320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254640,16080,0,108360,0,0,0,0,53880,0,0,72360,0,0,0,29640,0,0,0,0,0,0,0,0,0,0,108000,0,0,0,0,0,0,0,0,0,0,0,0,130080,0,0,0,0,3960,0,0,0,0,0,57240,0,0,0,23280,0,9360,0,0,700200,0,0,0,0,12600,0,0,0,0,49320,3000,0,0,82320,0,0,19080,170160,0,0,0,0,172920,30960,0,527160,0,0,0,0,0,551880,0,0,0,912360,1680,30120,92520,0,842760,0,483960,0,0,0,0,0,0,0,0,0,81480,0,0,0,1968480,543600,0,0,0,0,0,0,0,0,97440,74520,0,0,0,0,109920,0,2880,14280,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,632880,0,0,0,0,0,0,185160,0,0,0,0,45120,4320,209400,1264920,0,312120,0,2826840,0,502800,0,0,0,0,550920,0,1912800,0,0,0,48720,0,64680,0,0,0,0,0,0,0,0,0,0,0,24600,0,0,0,0,565200,25200,0,0,0,2280,3720,0,0,0,0,0,0,0,0,166320,0,234720,288840,0,107880,0,0,0,0,19560,0,0,426360,293400,0,0,0,0,0,707760,0,0,0,0,0,0,0,142080,1574400,0,0,0,0,0,0,0,0,3480,0,0,12240,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,85320,0,0,0,0,0,0,3120,18360,0,0,0,0,0,12480,0,218640,0,0,0,0,0,0,0,0,0,1385160,72000,29400,507480,0,216960,436440,0,0,0,0,0,0,0,0,0,0,0,0,0,1968480,0,288240,15960,0,5880,0,0,0,0,0,50880,25080,0,0,0,393840,192360,30960,36960,0,0,0,0,0,0,0,0,0,0,0
URAVL,0,0,1096440,0,0,1061160,0,0,0,78960,354600,0,0,0,562680,5160,305640,6360,0,67440,0,1252080,8040,0,0,0,27360,0,0,0,0,72240,0,0,0,2530920,0,38880,0,0,0,0,84480,3240,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,84360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268320,853680,593160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,55920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127440,0,222840,11640,0,0,0,0,0,0,0,0,154080,0,0,0,0,46680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53760,0,0,0,0,0,0,0,766440,0,0,0,0,42120,0,0,541560,0,0,0,0,0,0,0,0,0,1715280,0,0,543600,288240,0,0,0,0,0,0,0,0,34800,200160,0,0,0,0,25560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAVL,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,64920,0,0,0,0,0,0,6600,312960,0,0,1200,1294800,101880,0,359880,3960,0,1165080,46560,0,525960,113160,1131360,0,0,0,0,538800,4181760,0,0,0,0,0,0,0,0,0,0,80040,0,57360,925800,0,0,0,0,145200,0,0,190800,217680,152400,0,43200,0,0,245880,0,0,0,0,0,0,0,0,30360,0,301920,0,0,0,213120,71160,0,0,0,0,0,0,11760,0,0,0,9360,0,27600,231600,112920,174360,0,0,1900440,0,0,0,392640,97560,124680,4560120,977040,0,41760,0,0,53160,0,160560,104040,0,0,6840,0,0,0,0,0,0,129360,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,26760,0,0,0,0,293160,196560,1800480,0,45480,0,29880,14160,0,0,0,0,8160,0,0,0,0,0,0,17160,434160,0,0,0,0,1203720,0,0,0,0,15960,0,43560,0,3242040,48960,0,237360,0,73920,3240,120,0,0,72360,623640,1581600,0,0,0,250320,560160,145800,22320,81840,0,0,102960,0,0
ADFR,0,0,0,0,0,0,0,0,302040,0,0,0,829080,0,0,0,0,0,44760,0,0,0,0,0,2293440,128160,15720,0,0,0,0,0,688080,0,5040,0,0,0,0,1295640,0,0,0,0,3000,333000,0,170280,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,16560,18720,54840,0,0,0,1493160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283000,0,0,0,0,0,0,4800,0,803040,0,0,1180800,162960,0,0,0,1950120,0,0,0,0,27720,0,0,396600,38400,0,2365920,0,145320,102600,2018880,4320,0,0,0,2418600,102000,43320,0,0,7080,0,0,0,0,0,0,0,125160,0,0,0,0,0,0,0,0,0,171120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505440,0,0,0,0,0,0,0,0,0,0,12360,0,0,0,0,0,945600,0,0,0,0,0,0,9720,0,0,21840,0,0,0,0,0,0,0
AVAL,0,0,0,0,0,0,0,0,1220400,0,33720,0,8760,0,0,94800,0,0,0,24480,0,0,2760,285000,0,260640,258480,609720,0,1145280,191400,1169280,0,787080,136920,31440,147360,0,1247760,0,0,78840,0,571320,2356080,0,0,0,14760,0,0,0,55920,0,0,92880,0,0,1800,21720,0,0,0,133200,347040,119520,705480,0,448680,0,348240,0,0,780480,0,0,0,0,0,0,0,0,0,0,71160,2880,0,0,0,597360,0,0,0,0,0,0,66960,0,11040,0,849480,0,0,160440,443040,162960,0,725760,366000,0,188880,246720,83040,558360,1297080,2185080,0,292080,337560,351360,7800,0,0,0,0,0,240,0,397680,0,931200,0,0,123240,0,1408560,52800,0,0,20760,0,355320,421800,555720,44160,424200,31200,0,0,0,35520,131520,0,0,0,0,3240,107040,664440,0,0,42960,157560,0,7560,0,0,0,0,2038320,3960,0,0,0,0,2005440,22800,0,0,0,0,98040,0,0,0,0,5880,0,3242040,0,0,515520,693720,256200,759720,105000,525480,148800,604080,524400,0,987240,883560,0,6840,0,0,214800,0,0,0,0,0,0,0,0
RID,0,0,0,0,0,0,0,46920,0,0,56640,0,0,0,235800,15960,0,0,0,19920,0,0,204840,0,0,0,1795680,494040,0,0,0,714480,0,12000,405600,29160,219720,165480,0,0,0,0,256920,0,0,27720,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,2337840,0,0,0,188880,0,0,122880,0,0,148800,0,0,0,0,0,120360,0,0,87600,65400,0,0,0,0,0,0,0,0,0,0,0,0,538080,0,0,0,357840,0,0,0,76080,33000,368520,700920,0,6360,0,0,0,0,0,50520,0,0,0,59520,1287480,0,0,0,277560,0,0,659040,0,0,1481880,0,0,0,0,1006560,0,0,623880,993240,0,1479480,13440,2880,0,392760,143640,0,0,110640,0,82560,0,0,0,3720,1560,360,45000,0,0,0,81000,0,71160,318480,0,256080,0,128880,0,0,0,0,0,967080,0,0,0,0,0,193560,0,0,0,0,0,0,48960,0,515520,6000,770160,148320,0,517320,51000,0,48120,99000,0,0,151800,0,23280,150960,481200,0,0,0,0,0,0,0,0,0
AVHR,0,0,0,0,0,0,0,117480,0,0,92400,0,114600,68280,0,0,0,0,40320,453960,0,0,106920,0,0,99120,677160,493440,0,0,0,21240,0,0,0,0,20520,0,4080,180600,0,0,85080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35160,0,34800,0,0,18000,763320,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,90960,0,0,0,289680,504480,0,0,0,0,0,84480,0,0,0,0,0,323520,0,0,0,297480,642840,0,0,0,0,0,315720,0,0,480,0,145800,0,0,0,0,0,0,0,0,0,0,0,0,8400,461280,0,0,0,0,1259160,57360,88680,0,204000,1007760,194880,0,0,122640,12240,1949880,1156920,1320,1111320,2075400,0,0,0,55320,112440,129720,0,0,37680,225600,11040,93000,79920,1723080,0,0,0,0,82560,0,0,0,0,313560,0,0,0,0,0,330120,22560,0,0,0,0,0,0,0,0,0,0,0,0,12360,693720,770160,0,36000,0,81720,0,383400,1170240,762840,0,0,0,726000,0,183120,0,0,0,0,0,0,0,0,0,0
AVKR,69840,0,0,0,0,0,0,0,0,0,0,0,3120,0,1200,302280,0,21480,9360,0,39480,3120,1208400,65400,0,0,256200,930960,2093760,0,0,0,39360,75600,0,0,918720,464520,0,0,0,0,0,0,2360520,20760,0,4800,0,0,0,0,0,25080,0,381600,0,10440,0,0,0,4560,15720,0,53880,0,140040,0,0,0,1089360,0,0,10320,0,0,0,0,0,0,0,0,2569680,1200,399840,5160120,17160,0,0,432120,0,0,0,0,0,0,0,0,0,0,0,0,0,161040,243240,0,0,0,194400,0,0,0,88800,150960,908040,359760,491880,5387400,1183800,2702160,141240,0,0,0,0,0,0,0,0,0,8760,0,0,0,228720,166680,40320,0,0,0,185400,66120,0,0,0,1401600,0,0,0,0,0,0,39480,0,40080,147840,496560,402840,1877760,0,0,3000,22080,0,0,0,0,0,435360,343080,0,0,78720,0,0,289680,2727240,0,0,0,0,287640,0,0,0,0,0,0,237360,0,256200,148320,36000,0,4622400,538080,37080,0,0,0,0,18960,224880,0,0,0,45000,0,0,0,0,0,0,0,0,0
AVKL,600,0,0,0,0,0,0,0,0,0,4680,0,0,0,105960,363720,3240,188160,24480,0,6120,0,1057320,218160,0,0,370680,259800,674880,0,0,0,0,564360,0,0,689640,932400,0,0,0,0,0,6960,1753920,39000,0,6000,0,0,0,0,0,26160,0,371400,0,7800,0,0,0,7680,30240,0,0,0,209160,0,0,0,827040,0,0,333480,0,0,0,0,0,0,0,0,1266600,130080,53640,5209680,0,0,0,528360,0,0,0,0,23640,0,0,0,0,0,0,0,0,123120,663360,90480,0,6120,526080,0,0,0,64440,89280,145200,66960,250560,7388280,628440,4114800,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,835080,818280,147000,0,0,0,0,0,0,0,0,489360,0,0,0,0,0,0,0,0,0,1234680,628440,23640,2528760,0,0,36960,80400,0,4320,4440,0,0,1861680,650280,0,0,60720,0,0,190560,1414800,0,0,0,0,1847880,0,0,0,0,0,0,0,0,759720,0,0,4622400,0,617040,85320,0,0,0,0,0,482400,0,0,0,188040,0,0,0,0,0,0,0,0,0
SIAVL,0,139440,0,0,0,0,2520,168600,0,2189400,0,0,0,0,252600,577080,0,71160,0,4560,0,0,106440,0,0,0,2397840,0,1393320,0,142200,0,0,0,0,0,226920,0,485160,0,0,0,1567680,15960,20640,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,0,0,0,309480,0,0,840,0,1137840,0,3600,0,0,24480,0,0,0,0,0,11040,0,34440,765480,0,553080,0,0,0,156120,45120,0,0,0,0,0,0,0,0,0,0,767040,35880,0,0,190440,51960,0,0,48480,0,0,0,0,0,0,0,0,0,139680,0,1139880,0,0,0,0,0,0,0,0,0,603240,0,0,0,1833960,0,0,0,0,0,242040,12360,0,0,0,44400,0,0,0,0,0,2175120,92760,0,17880,3260520,892320,1230360,260160,327600,0,0,0,0,82800,263400,0,0,384360,10080,0,0,0,0,0,1229160,0,0,0,0,0,0,58440,0,0,0,0,34800,73920,0,105000,517320,81720,538080,617040,0,208920,0,0,0,0,177840,0,0,0,5280,585960,175560,0,0,0,0,0,184560,0,0
RIBL,0,0,0,0,0,0,0,0,0,0,364440,0,0,0,1339440,0,1021200,1089000,0,629760,0,0,414600,0,102360,0,613680,0,241920,0,34560,1995240,6240,0,792600,0,0,645600,0,0,0,0,180480,0,315120,567360,0,0,611280,0,0,0,0,44880,0,0,0,0,0,0,0,0,0,15480,0,0,0,0,0,0,444000,0,0,78480,0,0,0,0,0,379800,0,0,2286240,2276640,0,426120,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,182880,0,0,0,0,0,120,0,0,0,0,0,1182960,0,114120,0,898920,281160,0,0,0,0,0,0,0,0,507120,407760,0,0,0,185640,0,0,0,413640,1193160,2670960,0,0,3099240,309360,0,0,27480,0,0,30120,507840,0,3720,0,0,139080,1297320,1240920,152880,0,402600,661200,0,1233720,2280,0,366960,0,1680,0,0,834000,0,0,0,1840680,0,0,0,0,0,0,0,0,97440,50880,200160,3240,0,525480,51000,0,37080,85320,208920,0,0,2400,128160,0,1255920,80880,0,262440,0,0,0,0,0,0,0,0,0,0,0
ADLL,0,0,0,0,0,0,0,138480,0,0,105000,0,0,0,0,0,0,64440,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69720,38400,0,0,0,0,0,0,0,0,0,700920,0,0,0,0,0,0,0,0,0,0,0,0,447840,0,916560,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,7320,0,202920,0,349800,0,45360,0,0,29400,0,98040,0,0,0,84960,0,0,928680,0,0,0,600,0,0,1200,0,0,0,0,274680,0,0,0,6240,0,0,0,0,515760,0,5280,120,0,4560,520080,1112400,0,906600,28920,519720,132120,0,1491480,1698360,0,0,1899000,405600,1474440,0,0,0,0,0,50640,38040,0,58440,0,0,1312440,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74520,25080,0,120,0,148800,0,383400,0,0,0,0,0,0,161160,22320,0,0,0,162840,0,0,0,0,0,0,0,0,0,117720,0
RIR,0,0,0,0,0,0,0,0,0,0,51360,0,1581000,0,742440,3000,0,0,0,1732560,0,0,470880,0,1166640,2218440,2280840,2400,0,0,0,893760,560280,76560,496800,0,0,344760,0,50520,0,0,0,0,0,4320,0,135480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170880,168480,0,0,0,879360,0,177600,0,0,466680,0,0,0,0,0,0,0,0,264000,1026600,189240,372360,0,0,183480,0,0,0,0,0,0,0,0,0,21000,80640,0,0,0,0,0,0,0,37320,12360,14160,73080,2189760,0,0,318360,0,85080,106320,545400,0,0,0,0,0,27840,150120,0,204840,0,2075040,46200,184200,0,0,0,174240,1652280,0,0,0,434400,5760,32400,407880,1200,1869840,0,0,0,0,0,0,0,0,0,26640,0,0,0,1012920,0,0,0,0,31320,0,0,0,0,1835520,0,0,0,0,0,0,131640,0,0,0,0,1280520,0,0,0,0,0,0,0,945600,604080,48120,1170240,0,0,0,2400,0,0,34560,0,730800,0,252720,0,0,36480,0,0,0,0,0,0,0,0,0
AVBL,0,0,0,0,0,0,0,223080,560280,0,0,0,50640,0,154200,0,0,0,0,0,0,0,0,0,0,1227960,1007760,611160,0,0,0,0,94080,0,249240,51480,103680,0,0,0,0,0,569880,0,703680,473640,0,0,0,0,0,0,60960,0,0,79560,0,56280,5280,1094640,41040,0,0,795240,139800,0,0,242160,0,0,426480,0,0,0,0,0,0,0,0,111000,0,0,240,335880,193320,0,104280,0,0,0,0,0,0,0,0,360,678000,0,835440,0,1130160,0,0,40440,0,281520,381960,1162920,12360,0,667320,860880,404160,1623120,909000,61320,101160,0,68520,3480,392280,0,0,0,0,3360,0,0,0,384240,991200,0,141120,196200,0,918000,0,0,0,0,5520,2506080,2037000,122040,0,1158480,3000,0,0,0,89400,52680,0,0,0,150360,0,121800,1161240,123960,0,72840,12840,0,50760,0,0,0,0,2872800,46800,0,0,0,0,279480,826080,0,0,0,0,382200,0,0,139440,0,0,0,0,0,524400,99000,762840,0,0,0,128160,161160,34560,0,0,0,0,1022160,0,3600,0,0,0,0,0,0,0,0,0,0
ASKR,0,0,0,0,0,0,0,19320,152400,0,0,0,0,0,0,0,0,0,0,0,28680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225680,0,973440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471840,37320,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560480,0,407640,0,0,0,0,0,0,0,37320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505800,10440,0,0,0,0,0,0,0,0,0,0,0,0,233520,0,0,0,0,2970120,3300360,45600,500040,1384680,160200,3000,0,0,0,154800,798120,0,0,0,0,3228240,0,384480,0,0,0,0,0,0,0,0,0,0,4320,0,0,495480,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72360,0,0,0,0,0,0,0,0,22320,0,0,0,0,0,0,0,70080,0,0,95640,8040,23640,0,0,480,0,0
RIAL,0,0,0,6120,0,0,0,0,0,2343960,47760,0,0,73800,1920,0,0,840,0,2281680,0,0,280440,389760,0,0,0,542040,2663520,38640,4001400,2138400,391560,0,0,0,0,608760,215640,0,0,0,329040,185520,1800,0,0,0,1323840,0,0,0,0,0,0,81600,0,0,298560,0,0,0,9360,0,0,0,0,0,4464840,197520,0,0,0,1047000,0,0,0,0,0,1289280,0,5520,264240,3565200,515640,0,242040,0,2881440,93840,0,0,0,0,0,0,0,4126440,0,0,6840,0,0,2990280,33120,0,0,0,10680,11040,0,240,551760,0,0,2766120,46920,0,47400,0,9480,0,0,0,0,0,0,0,0,1743960,148680,0,0,0,291000,0,485160,0,3720,73320,1822320,0,232680,1363560,0,1560,0,0,0,0,0,207720,0,0,0,529440,801240,2635080,1140960,1494720,0,40080,0,0,131280,5040,0,0,1781400,58440,0,0,12120,11640,0,0,7320,0,0,0,0,0,137520,0,0,0,393840,25560,623640,0,987240,0,0,18960,0,177840,1255920,0,730800,0,0,0,1508160,0,0,0,0,0,0,0,0,0,0,0,0,0
SMDVL,0,0,0,0,0,0,0,0,31920,0,0,0,0,2400,1202040,799920,0,470520,0,0,343920,0,11880,218640,0,0,540720,301320,42000,0,592440,20640,0,2257680,92040,0,0,474960,259560,131040,0,0,1320,16080,1744800,1165560,0,0,0,0,0,0,0,44880,6000,755400,0,0,113160,0,0,0,5280,41520,483000,192480,302040,0,2510640,0,811080,0,0,2002080,4920,0,0,0,0,0,13080,0,21000,0,86160,451800,1362960,30960,557640,70920,449400,82680,0,0,13800,0,0,99120,188400,0,0,48600,0,831000,80760,64680,0,113880,0,0,0,422040,1172400,532440,16680,3858960,312480,0,1346280,0,0,0,0,85920,0,0,0,0,0,0,87720,0,0,154440,131760,0,12600,0,0,0,0,0,0,72240,0,0,0,0,0,0,0,175680,0,0,0,0,1280520,1989240,1005120,0,0,105720,32280,0,0,115560,0,0,643320,0,0,0,253440,0,0,169680,1681440,0,0,0,0,3840,0,0,0,109920,192360,0,1581600,0,883560,151800,0,224880,482400,0,80880,0,0,0,0,1508160,0,0,0,0,6720,400560,179520,0,47160,0,0,3600,0,0
