,URYVR,IL2VL,RIBL,OLQDR,RIR,BWM-VR07,AIAL,RIMR,AIYR,ASJR,ALNL,BAGL,IL1VR,AFDR,OLQDL,RIS,FLPR,BWM-DR07,PVCL,AVKL,IL2DL,AIBR,SIAVL,IL1DR,URXL,ASKL,ALA,BWM-VL07,SMBVR,DB1,AINR,IL1R,IL2DR,RMGL,BWM-DL04,RIVR,SAADR,SIBDR,URYDL,AIML,IL2VR,BWM-VL08,DVC,RMDR,RIBR,ASER,ADLL,BWM-VR06,BWM-VR04,OLLL,URBL,AVBL,AWBR,AVBR,AVDR,BWM-VL04,ASIL,RMER,AVHR,AIZR,DVA,SMBVL,BAGR,AWCR,BWM-VL02,BWM-DL03,RMHR,BWM-VL03,URADR,IL2L,VB2,OLLR,RMHL,IL1L,BWM-VL01,AVFR,URADL,SAAVR,IL2R,URAVR,PVR,BWM-VR05,ASHR,RMEL,URYVL,URXR,SMDDR,AVKR,AVFL,BWM-DR04,RIPL,RIPR,AWBL,AWAL,BWM-DR06,SIADR,AVAL,BWM-DL06,OLQVL,SMDVL,URYDR,BWM-DL07,RMDL,AWCL,AUAL,VA1,RIH,BWM-DL05,RIVL,ASHL,RIAR,RMDDR,SMBDR,RMEV,RIAL,URAVL,BWM-VL06,SIBDL,IL1DL,AVER,SIAVR,AFDL,RIGL,SAAVL,BWM-VL05,ASEL,SMBDL,CEPDR,RMDVR,AIAR,RIFL,AVEL,ASKR,AIMR,RIGR,SMDVR,CEPDL,ASJL,CEPVL,AVDL,RIFR,SABD,OLQVR,BWM-DR02,SIBVR,ADLR,AWAR,ASIR,SABVL,BDUL,VB1,ASGR,RMDDL,BWM-DR03,AIYL,AVJL,FLPL,IL1VL,AIBL,BWM-VR02,excgl,ADFL,ASGL,SIADL,SMDDL,URBR,SIBVL,RICL,SAADL,ADEL,ADAL,AIZL,CEPVR,RIML,AINL,AVHL,RMED,ADFR,PVQL,PVPR,PVT,PVPL,PVCR,PVQR,ALMR,BWM-DL08,BWM-DR08,ALNR,CANL,AVAR,AVJR,AQR,RMDVL,RMGR,AVM,RICR,BDUR,ADER,ADAR,ALML,BWM-VR08,SDQR,RID,BWM-DR05,AUAR,BWM-DR01,BWM-DL02,BWM-DL01,BWM-VR01,BWM-VR03,AVL,CANR
AUAL,0,0,2195640,0,156480,0,0,23280,0,0,0,98280,0,0,54720,35880,0,0,0,0,128880,49560,0,0,1260240,0,0,0,0,0,1831200,0,0,0,0,0,0,0,75720,0,0,0,2160,0,201000,0,0,0,0,0,0,197400,0,0,51960,0,6600,0,0,9960,128640,0,63360,0,0,0,0,0,0,63000,0,0,10680,85200,0,0,1680,0,0,0,0,0,0,0,64440,0,0,0,0,0,0,0,17880,0,0,0,149040,0,81480,0,0,0,0,0,0,0,0,0,101760,6480,0,0,0,73560,807240,0,0,151920,107160,0,0,2107560,41760,9480,0,33720,0,0,0,0,0,354480,0,0,0,0,71280,0,67920,13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164840,0,0,0,46920,0,0,510000,0,0,0,0,0,0,0,0,0,437160,0,246480,295920,0,0,87480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720,0,100560,0,0,0,0,0,0,0
VA1,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0,0,6000,0,0,0,0,37800,0,0,0,0,0,0,47640,0,86880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142080,0,0,6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90600,0,0,0,0,0,0,0,0,59880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,0,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157080,0,0,134640,74160,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,1809720,280200,244440,1828320,515400,0,0,0,372840,0,0,6240,60000,0,3368280,158760,210240,0,0,0,1049640,0,0,0,0,0,0,0,720,47400,3960,0,374880,0,0,0,17520,0,1187400,0,858000,0,21000,51000,241800,0,0,0,0,668280,0,0,0,0,0,0,0,647400,0,440040,0,0,0,0,0,0,147720,0,26160,1375440,0,344640,0,0,0,0,42240,0,458640,103440,0,0,0,792600,208440,199320,30480,21240,0,0,1400280,1464600,0,0,0,0,0,0,3370320,10080,361680,0,89160,0,0,0,11760,0,0,0,1063320,9120,0,1047360,42240,97440,0,0,120840,127560,0,0,0,0,0,0,0,230880,0,0,0,865200,0,0,196560,0,214680,0,236280,0,0,0,2704200,0,0,0,0,0,0,0,0,0,60600,0,0,0,0,129360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,2299080,0,0,0,104280,0,0,0,0,0,0,0,0,0,0,32640,13320,0,0,0,0,73680,0,0,0,0,0,0,0,0,0,13560,0,0,57360,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,1113960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31080,0,0,0,0,0,39360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417960,0,0,0,0,0,0,1200,0,0,324840,94920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196560,0,0,0,0,0,0,0,0,123960,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,29520,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18840,0,0,0,13440,0,0,0,0,0,0,0,0,0,0,121560,0,0,0,0
RIVL,0,0,15120,0,965520,89520,0,266400,0,0,0,70560,0,0,23520,393600,43080,0,0,292560,17640,18720,0,0,0,0,0,0,51960,0,0,0,0,0,0,853080,1096560,208800,37920,0,0,0,91320,0,0,0,0,0,0,0,61920,5640,0,103200,0,0,12240,0,0,0,5640,0,96240,0,0,72000,259800,0,0,0,0,0,264840,48480,0,0,27960,100320,0,0,350160,111840,0,0,0,0,995520,30960,0,0,0,0,0,0,0,20880,386160,0,0,1065120,26160,0,457920,0,101760,0,0,1200,0,0,211560,307560,254760,66840,437520,0,0,181800,0,0,143520,0,0,478440,0,0,107640,125760,0,0,0,73560,0,0,438600,46680,18120,0,0,101160,0,0,5040,0,5160,0,0,0,0,0,0,0,0,0,44160,127920,0,0,487560,0,479880,0,0,0,0,0,31560,223680,0,46800,36360,0,16440,450840,0,70800,0,0,0,0,10200,0,0,0,0,0,0,0,0,61080,0,15480,84120,30000,0,314880,0,31200,142800,61800,0,461640,42720,0,0,0,0,7680,0,8520,0,0
ASHL,0,0,0,0,46320,0,567600,0,0,0,0,0,0,0,360,15960,0,0,107640,0,1440,0,0,0,382800,336480,0,0,0,0,0,0,0,205200,0,0,0,0,0,292080,0,0,0,0,0,0,324120,0,0,0,3840,1284960,840,0,372720,0,5280,0,417720,31920,0,196320,0,0,0,0,0,0,0,0,1024680,0,75720,0,0,83280,0,0,0,0,0,0,71040,0,27120,0,0,0,0,0,0,0,517680,1653960,0,0,267840,0,23760,0,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,60960,0,0,0,0,0,0,0,0,0,0,202320,0,0,0,0,1682160,0,0,29160,0,0,0,4920,0,33240,0,0,0,0,13200,0,0,0,0,0,480,0,0,0,31560,12960,0,0,215880,0,0,460080,3000,0,0,0,0,255960,0,0,1103880,110400,0,439920,0,229320,0,0,852360,0,0,158640,31320,0,0,0,0,0,0,13800,71160,0,0,0,0,0,0,0,0,21120,0,0,26760,0,0,0,0,0,0,0,0,0
RIAR,2280,0,0,0,390240,0,0,94560,657840,0,0,1087680,0,2280,0,6480,104040,0,0,0,0,360,529680,12240,0,0,0,8880,220560,1560,0,153000,0,34080,960,563880,142680,74280,0,0,68400,0,0,1022040,669840,28680,0,0,0,0,0,1200,0,0,0,38400,0,0,0,1266480,3120,0,0,0,0,0,0,0,0,0,0,28920,0,96000,0,0,0,467160,0,840,0,0,112800,0,0,1374840,1062600,0,0,0,0,0,0,0,0,304800,89640,0,0,1275840,0,0,1271400,5280,0,0,1063320,0,211560,0,0,2247960,118920,0,4249800,0,5280,0,0,0,50760,0,0,27480,0,49560,0,590640,1998480,0,0,83760,0,0,142440,1338120,0,0,132120,0,0,0,38760,0,84960,0,0,0,0,0,0,0,1686240,0,0,0,0,0,179400,0,0,0,0,54000,1371480,0,0,30360,0,0,0,0,604560,0,51240,4920,0,593280,0,0,0,0,0,0,0,0,0,19080,0,615480,0,7440,1180680,14040,0,0,0,7080,124080,0,0,69240,0,0,492720,0,0,0,0,0,0,0
RMDDR,777720,0,0,114840,0,30840,0,0,0,0,0,0,1777560,0,400080,342480,0,0,0,0,6360,0,102000,0,0,0,0,0,0,0,0,856680,0,0,544800,0,557640,65160,240600,0,6840,0,0,293040,0,0,0,0,25320,87840,82440,0,0,0,0,0,0,43200,0,0,0,18960,0,0,3000,459720,17520,0,1680,11880,0,952680,106560,331080,0,0,157560,0,0,8760,0,24600,0,3960,0,0,171480,0,0,0,0,24360,0,0,0,137160,36600,37200,0,356280,0,74880,696720,0,0,0,9120,324840,307560,0,2247960,0,336480,283080,1373400,0,0,0,16800,0,0,0,0,0,0,0,41160,101040,193680,0,0,112680,0,0,0,0,493320,0,0,0,0,0,77520,0,522960,0,0,0,0,0,0,0,645600,63000,0,0,0,0,0,77160,18120,0,0,84000,3480,480,458280,394800,0,0,6000,0,502920,0,0,0,169800,0,0,0,0,0,0,0,0,10200,0,0,0,0,0,0,4093440,0,0,20040,0,0,0,0,0,0,0,41040,0,3480,289680,251880,86400,2400,0,0
SMBDR,43440,0,0,0,0,0,0,69600,0,0,417240,0,1560,0,452760,288840,92880,0,1200,141120,0,0,33480,0,8640,0,0,0,2073480,0,0,0,0,0,45600,92520,329760,708240,0,15720,5760,0,0,0,0,0,0,0,0,0,454080,20280,600,0,0,0,0,0,0,734280,343320,0,0,0,0,274680,116160,0,0,0,0,0,230280,0,0,0,9720,145080,0,2160,0,0,4080,0,0,0,138360,250920,0,0,0,0,0,0,0,1495560,139200,29640,0,43080,37440,109320,0,0,0,0,0,94920,254760,0,118920,336480,0,0,0,0,0,180480,0,0,1019040,0,0,1050480,0,0,99840,104160,0,0,0,88800,0,0,162960,43680,206040,0,0,14760,0,0,0,0,753600,0,0,0,0,0,0,0,32520,0,0,0,20040,0,132360,0,64560,0,0,0,0,2280,1101360,136200,18720,40800,123600,0,0,0,0,0,148920,34560,0,0,183960,0,29280,0,0,57480,0,0,0,20040,2160,0,2880,87960,0,243120,0,60000,77400,196440,0,0,2640,0,0,0,22320,311760,0,0,337920,0
RMEV,39960,284400,1206360,48600,14160,45600,0,11760,0,0,0,0,86280,0,65520,1754640,0,12600,0,0,200400,333360,0,55320,0,6000,0,0,60240,0,30120,13800,169200,0,0,126480,0,0,63960,0,195120,0,101880,0,716520,0,0,0,0,915120,0,0,0,0,0,0,12000,1291320,0,0,0,135720,0,0,4320,30600,0,149040,418800,219960,0,756360,0,33480,34800,0,2760,1560,185760,222360,0,78960,0,1541520,631200,0,19800,0,0,0,120120,95880,0,0,0,0,0,0,40800,431400,21360,0,0,72720,73560,0,1047360,0,66840,0,0,283080,0,5280,36840,158760,0,167520,98880,37920,0,202200,191760,0,93240,0,0,17760,55560,0,0,20640,0,0,55440,310920,0,0,6360,0,0,0,133440,0,0,0,0,0,0,0,3480,0,930000,182400,74160,0,0,476160,160920,4440,0,0,0,10440,28920,0,0,0,0,0,0,4800,0,0,84600,0,4421760,0,0,0,386880,0,0,0,0,0,0,0,0,0,0,0,139320,0,0,0,0,0,0,0,0,0,0,5760,0,156600,0,217080,23400,79080,451440,0
RIAL,0,51600,563280,0,398760,0,0,0,0,0,0,0,0,0,0,36720,0,0,0,0,0,80160,32280,0,1231800,0,0,0,1800,0,51600,16440,0,0,0,320280,0,0,0,0,0,0,0,1464000,0,0,0,0,7200,2040,0,0,0,0,0,0,33840,0,0,0,0,367680,1308720,8040,0,0,0,0,0,0,0,0,0,266640,0,0,0,63840,0,0,0,25440,0,0,21840,0,1173600,0,0,0,0,0,1080,0,840,54120,188880,0,3480,1094880,0,17280,986040,20640,807240,0,42240,0,437520,60960,4249800,1373400,0,36840,0,21120,0,33360,0,45000,464640,0,439320,168360,0,0,415320,149520,1372560,0,0,0,0,0,0,1052640,389880,0,493680,0,0,0,0,0,0,0,0,0,0,0,0,0,2201280,7920,519720,0,0,0,0,0,0,550680,0,383160,1049040,0,111480,0,143040,0,76080,1963800,147120,271920,0,0,18960,0,0,0,0,0,0,0,0,0,0,0,0,155040,0,0,1919760,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0
URAVL,0,579000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48840,18000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99240,0,0,0,0,0,0,82440,0,0,0,0,0,0,0,574440,0,0,74280,0,27000,0,489480,0,0,0,0,366480,0,0,0,323640,872040,0,0,0,0,0,20040,0,0,32760,234120,0,0,0,0,0,1233240,0,0,0,0,0,0,0,130920,0,0,0,0,0,0,0,97440,0,0,0,0,0,0,158760,21120,0,0,19200,0,0,0,0,49680,0,0,0,25680,0,51360,0,0,0,0,0,0,0,0,0,185280,0,0,0,0,0,27360,0,0,0,0,0,0,0,1320,0,0,0,0,262320,0,0,0,0,0,24120,0,0,32400,1560,0,0,31320,0,0,0,0,0,402600,0,0,0,21720,22560,0,0,0,0,0,0,0,6240,0,0,0,0,0,4680,0,0,0,0,0,0,0,0,0,0,14520,0,0,0,0,0
BWM-VL06,0,0,0,0,0,0,0,328920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361560,233280,0,0,0,0,0,0,641040,0,56760,0,0,0,0,0,0,24000,0,0,0,0,1700880,0,0,0,0,0,101760,0,0,24480,0,57960,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,138600,0,0,0,0,0,0,0,5280,0,0,0,0,0,0,49320,0,0,0,0,0,0,0,0,0,0,79800,0,0,0,0,0,0,15840,85560,0,549120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBDL,0,16800,55920,0,0,0,0,217200,0,13680,0,36240,0,0,0,0,31920,0,9360,1440,0,25440,1421880,0,0,0,28200,0,0,0,37920,0,0,164280,0,358680,0,146280,0,0,0,11400,0,429720,0,0,0,0,0,0,13440,64320,0,229920,122400,12120,6360,0,48480,25680,354840,1029240,65280,0,4680,0,323160,0,0,0,0,65640,200160,5520,0,0,0,143040,0,0,0,0,2400,0,51960,17760,0,0,0,0,0,0,0,0,0,68880,125160,0,342240,77280,19440,0,0,111840,151920,0,0,0,181800,0,0,0,180480,167520,33360,19200,49320,0,0,1320,38880,34440,0,72720,6360,0,1082760,0,546720,0,0,0,0,109920,0,61200,0,0,32640,81840,0,0,0,0,375600,36960,0,0,0,0,0,0,33840,0,91560,21120,0,19560,0,0,0,0,0,552120,271560,0,1272600,370680,0,0,244800,130800,0,639480,0,0,0,0,0,3360,0,0,25200,0,272640,0,0,131160,0,160080,29880,71040,22200,61200,0,153840,0,184920,38160,0,0,0,86520,0,0,0,0,0,0,0,0,0
IL1DL,0,0,0,0,0,0,0,0,0,0,0,45480,0,0,1014960,0,0,0,0,0,842520,0,0,0,16440,16920,26160,0,0,0,19080,0,0,0,5400,0,0,0,989040,15960,0,0,26160,0,0,26760,32520,0,0,474480,0,0,0,0,0,0,17520,34080,0,0,0,0,0,20760,0,0,0,0,0,63360,0,0,0,209640,0,0,452520,0,0,0,156600,0,0,687000,0,0,0,0,0,0,537840,0,2160,2280,0,0,0,0,0,0,0,0,0,48960,107160,0,120840,0,0,0,0,16800,0,98880,0,0,0,0,0,0,0,10920,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,523800,14640,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21240,20400,235200,0,9480,0,22920,0,0,0,0,0,0,0,0,0,0,0,2680320,0,0,0,0,0,0,0,0,0,0,0,0,0,185040,79200,0,0,29040,0
AVER,0,0,540720,0,63000,0,0,606120,0,45600,0,858360,0,0,18000,424200,0,0,6600,397800,0,387240,641760,0,0,0,94080,0,11760,0,0,100920,0,9480,0,47280,19560,0,452160,0,0,0,132480,327840,263520,0,0,0,0,1597920,0,0,0,458520,0,0,0,0,126960,1196280,323280,146280,3600,0,0,0,30960,0,0,0,0,8040,54960,4080,0,0,0,0,162000,0,0,0,0,21600,558240,118920,535320,535080,0,0,0,0,0,0,0,0,0,0,114480,0,73560,0,0,0,0,0,127560,0,0,0,0,0,0,37920,45000,0,0,1320,0,0,0,0,138840,40800,0,0,145200,0,21720,0,0,45840,0,113400,159720,618840,332520,0,471000,180960,23520,0,0,0,22800,0,0,0,0,0,0,0,191160,0,0,17160,0,0,264720,0,0,0,0,168840,7920,29640,141480,0,97320,241560,5760,322200,0,373920,0,0,960,0,0,0,34440,183600,19080,0,98520,0,0,0,0,195960,35760,0,127200,110160,0,61680,0,0,11040,0,0,0,0,0,388560,0,0,0,0,0,0,39960
SIAVR,1200,0,0,0,0,0,0,162960,37080,0,0,0,31320,0,0,130320,144240,0,24960,41400,0,0,0,0,0,0,0,0,1189680,0,0,0,0,0,0,0,18000,813480,0,0,10560,0,0,0,78840,0,0,600,0,0,0,57360,0,0,0,0,0,0,0,240,1004520,0,0,0,0,0,63480,0,0,0,0,22920,18600,0,0,0,0,43680,14040,25320,87240,0,0,0,0,7080,13080,241320,0,0,0,0,0,0,0,403680,6120,0,0,506040,0,0,543480,0,0,0,0,0,143520,0,50760,0,1019040,0,464640,0,0,38880,0,0,0,0,0,69960,0,0,21840,0,80280,0,0,310920,0,111600,11520,0,0,0,0,10440,0,8400,0,0,361560,0,0,0,0,0,0,0,94920,0,0,2160,57120,0,36720,0,177480,0,0,51000,14040,124680,255240,33720,0,0,0,0,39360,0,0,0,0,0,0,46320,0,0,84120,0,8400,0,0,0,0,140520,0,0,287760,76320,0,686400,0,0,170640,0,0,393480,0,0,0,0,0,0,0,11160,85080,0
AFDL,0,0,73560,0,0,0,0,0,14280,0,0,0,0,31800,0,0,0,0,0,0,0,0,0,0,158160,16440,0,0,0,0,1469880,0,0,0,0,0,0,0,3240,0,0,0,0,0,0,719880,0,0,0,0,0,0,0,0,0,0,149520,0,0,0,0,0,820440,355920,0,0,0,0,0,67800,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26040,0,0,0,0,0,0,0,0,0,722040,2107560,0,0,0,0,0,0,0,0,202200,0,0,0,34440,10920,0,0,0,14520,0,0,197880,0,0,0,0,0,0,0,0,0,0,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804640,0,0,0,558120,0,0,399480,0,0,0,0,0,0,0,0,0,392880,0,1920,748560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20520,0,140280,0,0,0,0,0,0,0
RIGL,0,61080,142200,0,1059120,0,0,132000,0,0,0,0,0,0,63600,7440,0,0,0,872760,0,912720,0,0,842760,0,0,0,0,0,0,0,0,105240,0,384600,378240,0,185880,0,0,0,2427120,0,0,0,0,0,0,366840,0,0,0,43320,338760,0,0,0,34920,0,0,222960,814560,0,0,0,72240,0,0,0,9000,0,87120,0,0,29400,0,848760,0,0,0,0,0,15360,302160,0,0,1042440,720,0,0,0,0,0,0,0,0,0,160800,25920,0,0,0,0,41760,0,0,0,0,0,0,0,0,191760,439320,49680,0,0,13800,138840,0,14520,0,31440,0,0,100080,0,0,0,0,81000,0,0,173760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168000,25200,0,174360,0,0,5880,0,1394520,939960,8160,587040,0,539280,0,0,108840,0,0,0,561360,158400,0,0,0,0,0,0,0,11280,0,0,0,0,0,0,0,0,0,0,0,0,392640,0,0,0,0,0,0,0,960,0
SAAVL,0,0,0,0,0,0,0,1814520,0,0,89040,108840,0,0,0,11520,3840,0,0,16320,0,0,61080,0,0,0,2640,0,341040,0,26280,0,0,268800,52200,227400,401640,155400,29280,0,0,0,5160,0,0,0,3360,0,0,0,1920,840,0,31560,0,0,3120,0,0,10320,170640,0,69360,10800,0,0,306600,0,0,0,0,76920,156720,73080,0,0,0,868680,0,0,20040,0,0,0,0,0,1556400,21120,0,0,0,0,0,0,0,33720,1314960,0,0,1105320,17640,0,0,840,9480,90600,0,0,478440,0,27480,0,1050480,0,168360,0,0,72720,0,40800,69960,0,31440,0,0,0,107760,0,0,0,0,40080,0,0,618240,282960,0,0,0,28560,0,0,0,0,28800,0,0,0,0,0,0,11040,0,0,0,0,5400,0,83400,0,42480,0,0,159120,435000,0,1200,0,2880,106800,50760,0,0,1517160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642120,0,4440,203160,24480,0,720,0,456840,197880,1800,0,275520,0,0,0,0,0,0,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,18960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,124920,0,0,0,0,0,1625280,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93240,0,0,0,6360,0,0,0,0,0,0,0,0,0,0,339240,0,0,0,0,0,0,25080,0,0,453600,0,0,0,0,0,0,0,0,0,0,0,0,0,88560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASEL,0,0,5400,3840,97560,0,483600,0,390360,0,0,397320,0,541320,0,0,0,0,0,0,0,246000,0,16560,0,225960,0,0,0,0,32520,68760,0,0,0,45480,0,0,0,240,0,0,0,0,0,1264680,48120,0,0,0,0,0,36720,0,0,0,351720,0,122280,162480,0,4680,29160,356520,0,0,0,0,0,0,0,0,0,0,0,0,0,64560,11280,0,0,0,0,0,0,0,0,0,26760,0,0,0,1015440,1749960,0,0,0,0,0,0,0,0,0,845880,33720,0,0,0,0,202320,49560,0,0,0,0,0,0,0,0,0,0,197880,0,0,0,0,0,0,0,189960,76680,0,0,0,0,0,0,203040,0,0,0,0,0,0,0,0,0,117120,0,0,139440,0,0,0,1978800,0,0,0,2520480,0,0,651240,311760,0,0,0,0,0,0,0,0,454680,0,0,975240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360,0,0,0,0,0,0,0
SMBDL,0,6360,0,476280,3120,0,0,0,0,0,0,0,0,0,0,34440,0,48600,0,145200,0,136440,1104600,18600,0,0,0,0,0,0,0,0,82200,138000,0,254760,0,90000,34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,24840,0,338520,2314920,0,0,0,0,91080,0,61560,0,0,0,125520,0,0,0,0,1267680,0,0,0,0,0,0,33600,0,0,170040,0,91560,0,0,0,0,9240,0,68160,0,0,86760,0,0,0,0,0,0,0,0,107640,0,0,41160,99840,0,415320,25680,0,1082760,0,145200,21840,0,100080,107760,0,0,0,295920,1200,0,0,960,0,0,0,23160,0,0,0,0,0,0,0,33240,1144080,0,0,0,0,0,0,0,450120,140160,4440,0,0,3480,0,0,72120,194160,0,1691280,30480,377640,1001160,458040,523440,22560,154440,830880,0,152760,0,0,178200,0,0,0,0,1440,0,0,319200,0,62400,405240,0,144360,0,0,0,0,0,312480,0,0,38640,0,0,58680,0,94440,0,59040,0,0,0,0,0,0
CEPDR,0,0,0,476640,0,0,0,0,0,19320,0,0,0,0,0,355080,0,146040,0,0,0,0,0,513840,0,0,0,0,0,0,45720,44520,147360,0,0,0,0,0,0,0,0,0,0,479640,121560,51240,0,0,46440,0,0,0,0,0,20280,0,0,0,20760,0,0,0,0,0,0,39480,21960,0,341160,0,0,719400,2520,0,0,0,0,0,0,0,182640,0,0,0,0,552240,0,0,0,224640,0,27600,0,0,247080,0,0,0,0,0,452760,114000,95040,6720,0,0,230880,196560,125760,0,590640,101040,104160,17760,149520,0,0,0,0,0,0,0,0,0,0,0,295920,0,800760,0,0,358200,0,0,0,0,4440,0,0,0,3960,0,0,0,134040,0,0,0,0,0,0,0,265560,65640,0,0,0,0,0,0,0,0,0,0,576960,434280,75840,348480,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,101880,0,336720,0,0,2040,11760,0,34920,2640,0,247680,28800,0,28200,0,0,0,0,133800,28680,0,0,62280,0,0,0,0
RMDVR,0,0,0,101520,0,0,0,0,0,0,0,0,0,0,48600,0,0,123360,0,0,0,0,628920,2290200,0,0,0,0,0,0,0,623520,15480,149640,0,85920,0,29400,0,0,0,0,0,525240,54000,0,0,0,0,3840,0,0,0,0,0,574080,0,50760,0,0,68160,530880,4200,0,481560,0,324720,814200,4800,0,0,1141320,112200,161760,204120,0,0,259440,34320,0,0,138840,0,40320,404040,0,0,0,0,3840,3360,1200,0,0,0,149400,0,4200,552120,840,1263480,0,493200,0,0,0,0,0,0,0,1998480,193680,0,55560,1372560,51360,79800,546720,0,21720,80280,0,0,0,339240,0,1200,800760,0,0,0,131040,0,0,0,193800,0,0,39000,48240,0,0,0,91560,18120,0,0,0,0,0,0,0,4070760,4560,0,0,0,49800,0,0,5040,0,0,0,2760,5160,415800,0,169200,0,0,0,0,600,0,0,888600,0,0,0,0,0,0,0,0,720,0,0,0,174120,0,0,568200,146880,0,293400,0,0,0,0,0,0,0,38160,0,88320,9720,0,89400,227520,0,0
AIAR,0,0,0,1560,0,0,64560,0,207600,354840,0,0,0,1200,0,64920,0,0,0,0,0,2563920,0,5160,0,0,82200,0,0,40920,89640,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,510360,0,0,0,0,0,0,110280,0,0,0,182400,0,0,702840,0,0,0,1169280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,199560,0,0,30600,0,0,0,0,0,0,37560,4560,0,0,0,0,0,0,3240,0,0,251040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189960,0,0,0,0,0,0,2101800,495840,0,0,0,0,0,0,487560,0,0,0,0,637800,295560,298680,0,0,0,1087800,0,0,0,0,0,0,14880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,0,0,162840,0,0,0,0,0,424560,0,0,0,0,0,0,0,0,0,155520,0,0,0,0,14520,0,0,0,0,0,2520,0,0,0,0,0,0,0
