,AWBL,SABD,AWBR,CANL,PVDL,CANR,RMFR,SMDDR,SMDDL,SAADR,URXR,RIH,RIGL,ADER,ADEL,FLPR,FLPL,ASKL,AIAL,URAVR,URYVR,IL1VR,RMDR,RMHR,URAVL,PVR,AVM,BWM-DL08,BWM-DL04,BWM-DL05,BWM-DL07,BWM-DL03,BWM-DL01,BWM-DL02,BWM-DL06,AVAL,URXL,IL2VL,IL1VL,RIBL,OLQVL,CEPDL,BWM-DR07,BWM-DR05,AIBR,URBL,URYDR,OLQDR,BWM-DR01,BWM-DR03,CEPDR,BWM-DR06,BWM-DR02,BWM-DR04,AVAR,OLQVR,OLLR,IL2R,IL2L,IL1L,SAAVL,AVJL,AVHL,RIVL,ALNL,SDQL,ALMR,RMDDL,ALNR,IL1R,AINR,AVJR,AVHR,SDQR,SMBDL,CEPVL,RIMR,RMFL,ADAR,BAGL,ASER,BWM-VR08,BWM-VL06,BWM-VL02,RMDVL,SIAVR,AVDL,PVCR,RIFR,BDUR,AVBR,AVFR,AVFL,ASHR,AIAR,ASKR,PVQR,RMGR,ASJR,AIMR,ASGR,PVPR,AVBL,BWM-DR08,URBR,RMDL,URYVL,BAGR,AVKR,AVKL,SIADR,SIBDR,ADFR,AWAR,AWCR,ASIR,AINL,AFDR,AUAR,AIYR,SMBDR,SMBVR,PVPL,AQR,PVCL,SAAVR,SAADL,SMDVR,RMDVR,SIAVL,RMHL,RICL,SIBVR,RID,AVDR,ALML,BDUL,ASHL,ADFL,RMGL,PVQL,AIML,ASJL,AIBL,AUAL,AFDL,ASGL,BWM-VL04,BWM-VL01,BWM-VL03,BWM-VL08,BWM-VL07,BWM-VL05,AVEL,ADLL,AVER,ALA,ADLR,BWM-VR06,BWM-VR02,BWM-VR04,BWM-VR07,BWM-VR05,BWM-VR01,BWM-VR03,AWCL,RMEV,CEPVR,AIZR,RICR,ASIL,DVA,RIGR,DVC,PVT,ADAL,RIML,SIBVL,SIBDL,SIADL,RIR,AVL,RIVR,RIS,SMDVL,RIAR,RIAL,RIBR,IL2VR,URADR,IL2DR,IL1DR,OLLL,RIPR,SMBVL,AIZL,AIYL,AWAL,ASEL,RIFL,RMEL,RIPL,RMED,RMER,RMDDR,URYDL,IL1DL,URADL,OLQDL,IL2DL
AWBL,0,0,142602,0,0,0,0,0,0,0,0,0,58798,0,0,0,0,0,651847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18923,282501,0,0,426455,0,0,0,0,139560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84480,0,0,0,0,0,0,0,0,0,832634,0,109148,0,0,0,0,0,92252,0,0,0,0,0,0,0,0,0,0,316293,70963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34129,0,0,0,0,0,21626,0,0,0,0,0,77721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941107,1979197,98672,0,494714,41564,270673,225392,482887,0,0,0,0,0,0,0,0,1216512,0,0,0,0,0,0,0,0,0,0,234178,0,0,0,0,298045,51025,0,0,0,153077,0,0,0,0,0,0,0,0,0,0,57108,0,0,0,0,0,0,0,1291192,1875118,1045186,3822888,983347,714362,0,0,0,0,0,0,0,0,0,0
SABD,0,0,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95969,0,0,0,0,197345,0,0,0,0,31764,0,0,10475,0,37847,0,0,63528,0,177408,0,0,0,0,0,0,0,0,0,0,0,48998,128747,0,73666,0,31088,32102,0,0,116582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72990,104079,0,4392,0,0,0,0,0,16220,0,0,0,0,0,0,68259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,142602,11489,0,0,0,0,0,0,0,0,271349,0,0,0,0,0,0,0,0,0,9799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166256,0,0,0,0,0,0,0,0,0,21288,0,0,0,0,0,0,0,1447649,0,0,0,36833,0,0,0,0,0,0,0,0,0,156794,0,137195,0,949893,0,0,0,0,0,0,0,643737,0,18585,147333,12840,1007339,578856,0,0,357181,206807,454840,0,6758,0,0,0,0,0,0,0,0,0,0,2895298,3822888,432875,472750,0,361912,310548,921845,23654,747479,0,0,0,0,0,0,0,0,0,30074,0,0,0,0,0,227758,33454,0,0,0,0,160849,0,0,0,0,0,0,0,0,0,0,0,0,0,1336473,0,0,0,0,0,0,0,0,0,0,2073477,0,0,47984,81776,0,0,0,0,0,0,0,132126,0,0,0,0,79749,0,384552,0,0,0,0,0,0,0,0,0,274053,337,42240,0,0,0,0,0,0,0,0,0,0
CANL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278108,0,460247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136181,0,0,152064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163215,465315,100024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMFR,0,0,0,0,0,0,0,1013,43929,1364858,8785,1163120,1628098,91238,323727,0,33792,0,0,33454,373401,0,1221242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984698,0,89886,71639,0,0,11489,0,0,0,623124,304803,27033,0,0,0,0,0,0,498769,0,21964,0,0,22302,0,0,0,0,429496,342988,0,683612,691046,0,455178,0,57446,0,0,6082,0,0,5744,0,0,27371,0,0,0,0,0,0,1831526,0,0,0,0,0,0,0,346030,1351,17909,1791989,3112243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760711,2264064,115906,116244,3041,1016801,9799,78397,0,0,0,0,0,0,43253,0,0,0,63528,0,0,0,0,0,0,0,0,0,406517,0,97320,0,0,11827,1013,91576,0,0,0,0,0,0,50350,92928,0,0,10813,599808,2850017,3155496,21626,2670243,938065,0,33116,120299,148008,1084385,50350,0,38522,186531,257157,21964,1351,0,19599,168960,0,10137,0,0,0,0,0,0,0,0,120975,0,0,0,0,0,0
SMDDR,0,0,0,0,0,0,1013,0,462274,1655808,0,0,0,0,484239,66908,0,0,0,0,52377,8785,499107,504852,0,0,0,0,19937,234854,87183,248033,15206,0,27709,1993052,15544,0,0,853923,0,940769,0,0,0,137871,0,0,0,15206,0,0,0,0,377794,0,260198,0,0,17909,5056972,0,0,4398028,1368576,0,0,0,302438,0,0,0,0,56094,0,0,1726433,187545,4730,0,0,0,0,0,412600,5744,0,92252,0,0,0,85831,2703,0,0,0,0,845137,0,0,0,0,0,0,0,435916,0,0,436254,661985,1282068,1335459,0,0,0,0,0,0,0,0,780257,11489,0,0,0,637655,0,437606,0,8785,626841,234516,164567,0,0,2027,0,0,0,329472,9461,35481,37171,1733191,0,0,0,0,41564,12840,0,0,0,43591,0,558243,33792,0,0,0,0,0,36833,122327,45957,0,7772,0,0,973885,0,0,0,675,1013,0,3201454,0,55080,0,0,0,0,4683233,6525911,2897664,3405219,346368,0,0,0,0,994160,0,0,0,0,0,0,0,0,0,1196236,0,1054310,322037,0,0,0,0
SMDDL,0,0,0,0,0,0,43929,462274,0,0,179097,0,0,391311,0,0,0,0,0,0,0,0,564664,807290,0,0,0,0,0,26695,2027,1689,0,0,0,367319,0,0,16896,349747,0,0,0,366981,1598361,0,689018,71976,1689,209172,1046538,6420,0,21288,1744005,0,583587,0,0,0,538644,0,75694,0,36495,10475,0,1054310,1251317,0,200724,74680,204779,97658,373401,0,2983157,0,17571,0,6082,0,0,0,10137,51701,0,0,0,0,0,0,0,0,0,23654,21288,218972,51025,68597,0,0,0,0,188897,405841,9123,0,570408,431861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244423,1451366,5124556,130437,5406,673136,1230366,0,1689,86169,0,0,0,0,50012,0,0,0,0,0,0,0,0,108134,60149,0,0,3717,463964,0,55418,36833,0,0,0,0,0,0,0,0,0,60149,0,0,1216174,0,0,0,0,0,0,2217431,62853,897853,1550714,0,2027,4261171,1963315,173352,3146373,3643453,1098915,0,0,0,15544,597442,0,154767,0,0,0,0,0,0,0,1390540,0,0,0,0,0,0,0
SAADR,0,0,0,0,0,0,1364858,1655808,0,0,0,164567,238909,0,729907,0,0,0,0,0,185518,1351,0,151726,0,0,0,0,0,0,0,0,0,0,0,1072220,0,0,0,0,0,0,0,0,154767,133140,0,0,0,0,0,0,0,0,445040,0,0,0,69611,0,483225,0,19261,2247505,306155,940769,0,0,1013,0,0,0,0,105431,35481,0,2202224,1898096,271687,20613,0,4392,0,0,710307,58798,0,0,0,0,0,0,0,0,0,0,0,225054,0,0,0,0,0,0,0,0,0,0,27371,277432,1029642,43929,0,0,0,0,0,0,0,0,943472,3830661,0,0,0,26019,1619312,78059,0,0,55756,138885,279459,30074,2365,369684,0,0,0,719431,0,0,0,962396,0,0,0,0,0,0,0,0,0,321024,0,68597,0,0,53729,0,0,87859,12840,0,0,0,0,0,0,85493,0,141926,1146562,0,340623,0,2448906,105768,11489,6420,9461,0,0,918128,2757089,326430,0,0,0,0,0,0,1028966,0,104417,0,0,0,0,0,0,0,0,0,818442,0,0,0,0,0
URXR,0,0,271349,0,0,0,8785,0,179097,0,0,537630,0,0,0,0,0,0,0,68935,305479,207482,67584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477386,0,0,0,1828147,0,0,0,1351,117596,0,483225,0,0,0,1351,610959,0,0,0,162201,0,0,513976,151388,30412,97320,0,104417,0,0,0,1583155,66908,0,45281,0,0,0,0,154429,0,33116,0,41902,89210,12165,944824,23992,4055,8448,1403043,158822,966113,0,867102,14530,0,2057256,0,0,144967,0,0,12165,0,1685882,5406,0,0,98334,245667,4451082,328796,0,59136,0,185856,0,0,0,0,0,0,29399,423413,18247,0,30412,0,0,0,0,0,0,0,0,68259,0,0,0,0,0,0,0,0,0,0,0,234516,147333,16558,0,0,51363,0,0,0,0,0,0,193290,156456,653875,0,214917,1229015,2027,0,0,0,0,86507,1689,2021775,0,0,0,0,2948352,0,150374,126720,0,426455,52039,0,181800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,0,0,0,0,0,0,1163120,0,0,164567,537630,90224,917452,1983590,1576734,2625300,1544632,0,0,305141,1494282,249384,0,401448,278446,0,401448,0,0,0,0,0,0,0,0,495728,386242,1346273,373063,828241,4246640,1368576,0,0,0,0,1477386,2899691,0,0,1228339,0,0,0,1689,3309926,0,494714,928266,0,260198,102389,12165,1597685,0,0,0,1351,0,0,157808,0,0,23316,792084,1845719,0,238233,8448,1624381,0,0,0,0,0,90562,0,0,0,0,30412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746465,1961963,3379,0,0,0,82790,0,0,0,105093,0,84817,1314508,182814,5068,0,31088,285204,337,8785,94279,337,0,487618,0,1351,0,0,0,0,0,114892,0,0,0,0,0,253777,0,0,0,0,0,0,0,0,65556,0,126382,0,0,0,0,0,0,0,0,0,0,2117744,2675312,1070192,0,0,474777,260536,244316,79073,0,0,275404,0,0,3127111,109486,1284096,1198602,61839,2664161,2708766,784650,1740288,268308,930293,112527,160849,1822064,117596,1038090,1071544,0,0,0,758630,1795706,2583060,1051607,312576,1630126,241274,149698,3894865,1293895
RIGL,58798,0,0,0,0,0,1628098,0,0,238909,0,917452,0,798167,907315,0,0,0,0,0,0,0,0,846151,16896,0,153077,0,0,0,0,0,0,0,0,0,1332080,88872,63866,421386,725176,2027,0,0,2475264,0,0,0,0,0,0,0,0,0,97996,0,0,0,0,0,0,0,0,0,33116,0,0,0,0,0,0,0,77383,0,999567,0,16558,1631477,0,159160,0,0,0,0,0,0,170987,0,0,0,576829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671109,1404057,930631,875550,0,0,0,0,0,0,0,0,0,0,136857,7772,107796,418344,337,126382,963747,0,0,0,0,0,0,1233070,195993,0,0,0,332513,111513,0,0,0,224378,32440,0,0,0,0,0,0,0,0,448419,19937,419358,0,0,0,0,0,0,0,0,0,0,193966,0,9799,0,0,0,1599037,3540049,1194547,0,673474,535603,0,597780,1155686,0,681922,0,50350,0,456192,0,0,0,0,0,784988,0,989429,1819023,176394,1013,0,0,343326,0,486942,0,0,230461,166594,0,273039,122664
ADER,0,0,0,0,0,0,91238,0,391311,0,0,1983590,798167,0,4401408,447068,345354,0,0,0,0,0,64542,0,0,50350,523100,0,0,0,0,0,0,0,0,856965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62515,0,0,364953,681584,0,480860,609269,0,0,30750,0,0,0,0,0,226068,247695,746803,731596,119623,100362,185518,281825,142264,0,129423,311900,388270,0,0,0,0,0,0,20275,0,360560,146319,133816,0,0,0,0,0,0,675,25344,0,0,0,0,0,0,1154672,458557,0,0,0,260874,0,0,0,0,0,0,0,0,0,0,714024,0,0,141250,177408,310210,485591,729907,0,0,747479,0,159498,0,80087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8110,0,0,0,129423,0,0,0,0,0,0,268646,0,0,0,324065,509583,0,136857,18585,0,337,100700,0,0,0,321024,0,160174,260874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739368,0,0,0,0,0,0,0,0,0
ADEL,0,0,0,0,0,0,323727,484239,0,729907,0,1576734,907315,4401408,0,242626,211875,4730,0,0,0,0,721797,1024573,0,52377,283176,0,50012,0,0,0,0,104417,59136,711321,0,0,0,0,0,75356,0,0,0,1153658,0,0,0,0,0,0,0,0,871157,0,0,0,1002270,1417236,195993,21964,233164,411248,719769,151050,0,0,0,0,0,0,0,0,82790,227420,0,757278,0,0,0,0,0,24330,0,0,122664,0,0,0,0,203765,0,0,0,0,0,0,0,0,0,0,0,0,0,107796,0,0,0,192952,0,368332,0,0,0,0,292300,0,0,0,4055,0,0,706252,135505,252426,154767,296017,2027,0,0,0,38184,0,26019,569395,185518,0,0,210186,0,0,3717,0,0,0,0,419358,0,0,0,0,0,0,0,15206,41902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186193,1104322,0,307169,560609,0,145643,0,1689,0,0,0,0,0,0,209848,0,0,0,0,0,882647,0,0,0,0,0,0,125706,0,0,0,1151631,50350,0,7096,0,0,0
FLPR,0,0,0,0,0,0,0,66908,0,0,0,2625300,0,447068,242626,0,862709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912965,0,0,0,0,0,0,0,0,85155,0,0,0,0,0,0,0,0,0,752547,0,0,0,0,0,21288,0,0,106444,0,15882,0,0,0,0,0,0,0,488632,42240,0,138885,47984,30750,0,0,0,0,0,0,0,0,92590,0,0,35819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,272701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892784,0,0,0,0,0,0,0,0,0,25344,0,36495,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,219648,9461,0,0,133816,0,0,0,0,0,0,0,464302,0,109824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,33792,0,0,0,0,1544632,0,345354,211875,862709,0,0,0,0,0,0,0,0,0,131450,237895,0,0,0,0,0,0,0,0,221337,0,0,0,0,0,0,0,0,94279,0,0,0,0,0,0,0,0,0,769105,0,0,0,0,0,0,114216,0,5406,0,265267,0,0,0,0,0,235530,303452,368670,262225,0,23316,51025,150712,0,0,0,0,0,0,370698,666378,963747,0,0,595752,0,0,0,0,0,0,0,0,0,0,305141,487280,0,0,0,0,0,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,18247,50012,777891,0,0,0,0,0,69273,0,0,97320,709632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261550,0,492349,0,0,0,0,0,0,0,0,0,0,0,0,0,215255,0,827228,0,0,0,243302,92928,0,0,0,0,0,115906,1983590,136857,0,0,0,0,0,0,0,0,0,0,0,35143,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,0,0,0,5018112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106444,22302,0,0,0,0,0,0,0,0,8448,0,0,0,0,0,0,0,0,0,0,0,0,89210,23654,0,0,46970,0,0,0,0,0,0,0,0,0,0,0,0,27033,0,0,0,0,38522,0,0,0,0,0,41902,0,0,0,0,21964,424765,0,38860,452136,155105,0,7434,0,0,0,0,0,0,0,0,0,0,0,17909,0,0,47984,42915,0,0,0,0,56770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824524,0,160174,4334837,1471979,2597253,973209,0,0,236206,0,0,0,0,0,0,0,1756508,0,562636,0,0,0,0,0,0,0,0,650158,0,0,0,0,411586,0,0,0,0,170649,61839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39536,0,0,0,0,360560,543037,215592,0,0,0,0,0,0,39198,2027,0,34129
AIAL,651847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204779,91238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156119,0,44605,0,0,0,0,0,0,0,305479,0,0,0,0,0,0,0,0,0,0,0,79749,0,0,0,43591,0,0,0,0,0,0,0,0,0,0,25006,0,0,0,0,0,94617,1210767,35143,13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37509,0,0,2129909,426792,0,1075599,2326579,641034,5270876,31764,77045,3329525,0,0,0,0,0,0,0,791746,0,0,0,0,0,0,0,0,0,0,2794598,0,0,0,0,1285785,0,0,0,0,463626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377794,1365534,207482,1007001,702535,1864304,0,0,0,0,0,0,0,0,0,0
URAVR,0,0,0,0,0,0,33454,0,0,0,68935,305141,0,0,0,0,0,0,0,0,754575,959354,0,43253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749168,7096,577843,0,0,0,0,0,0,0,0,0,0,0,635289,0,0,0,0,0,0,0,0,53391,52715,0,0,0,0,26695,41564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39874,0,0,0,0,0,12503,0,37171,26357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36495,61501,0,0,0,0,0,0,0,0,0,0,139560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939417,64880,0,0,2251898,597104,0,616028,475791,0,0,0,41902,160849,52377,344002,0,0,26019,0,0,0,72990,0,0,0,80087,0,117596,1996431,0,0,2027,0,2614487,0,0,0,0,0,0,1349990,0,906301,525803,54405,0,0,0,0,0
URYVR,0,0,9799,0,0,0,373401,52377,0,185518,305479,1494282,0,0,0,0,0,0,0,754575,0,1978521,0,111851,0,60487,0,0,0,0,0,0,0,0,0,135168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481103,451461,0,0,0,0,35819,82452,0,0,0,28385,0,0,0,0,0,0,0,0,0,28047,0,108810,20613,0,0,0,0,1329039,0,62515,21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121313,0,0,0,0,0,294328,0,97658,359208,5744,0,0,0,7096,0,0,0,232826,47984,0,0,93265,0,0,0,0,0,0,496404,47646,0,0,0,0,0,0,0,0,0,0,160512,0,0,0,0,0,0,0,0,0,1187450,0,0,0,38522,0,0,0,0,174704,62177,224378,0,1337825,1160417,14530,0,0,57784,366981,176056,163553,0,0,219985,0,0,137195,242964,0,260536,499445,125368,0,1116149,65556,0,0,0,0,161187,0,0,0,0,0,0,0,0,367656,200724,2851368,0,0,0,0,0
IL1VR,0,0,0,0,0,0,0,8785,0,1351,207482,249384,0,0,0,0,0,0,0,959354,1978521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99686,0,0,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931550,890419,1689,0,0,0,0,0,0,0,0,0,0,0,986726,0,0,0,0,0,0,0,0,34467,79411,0,0,0,0,21964,33792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,72314,65556,0,0,0,0,0,0,0,0,7772,0,0,0,0,0,0,0,0,0,0,102727,21288,0,0,0,0,0,0,0,0,0,0,85493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99686,0,0,0,849530,1689,0,643737,1591603,0,48998,0,35481,62853,186193,8448,0,0,6758,0,0,0,19599,0,0,0,2365,0,0,1592954,0,0,0,0,1840650,0,0,0,0,0,0,0,0,354478,1362493,5179975,0,0,0,0,0
RMDR,0,0,0,0,0,0,1221242,499107,564664,0,67584,0,0,64542,721797,0,0,0,0,0,0,0,0,1681827,0,0,0,55756,647792,0,0,0,0,17233,348395,0,0,0,0,208834,0,68597,0,0,0,201738,0,10813,0,0,611973,63528,106782,60825,47984,0,256481,99010,207482,647116,15544,0,0,27709,380835,0,0,992133,0,597442,0,0,0,0,27033,114554,1717647,239923,4055,0,0,241950,490659,158484,1469952,83804,0,0,0,0,0,0,0,0,0,0,0,1077964,0,0,0,0,0,170987,3717,4121948,0,0,2737152,538982,774512,104079,0,0,0,0,0,0,0,0,0,62515,0,0,0,140912,0,557905,907315,1169879,1352693,180449,247357,0,0,0,0,0,0,3018639,0,0,0,0,0,0,0,550133,0,0,224378,0,0,0,0,344678,0,0,104079,71301,910356,0,0,0,0,0,0,1591265,0,25006,0,0,0,81438,82790,0,5069475,1658511,1189478,526479,0,29061,893460,3396771,125368,2619893,3559649,0,0,0,0,0,730920,0,328458,0,0,0,0,0,58798,0,0,36157,974223,0,0,0,0,0
RMHR,0,0,0,0,0,0,0,504852,807290,151726,0,401448,846151,0,1024573,0,0,0,0,43253,111851,0,1681827,0,0,0,0,0,158484,11151,0,0,0,265267,11489,221675,62853,0,0,0,0,1302343,0,0,0,1536860,0,354140,0,0,439971,0,0,0,214241,664688,0,0,0,422737,242964,0,0,1335797,580546,0,41226,223027,491673,0,0,0,0,1604444,234178,569733,22640,577505,63191,0,0,0,0,160512,419358,605214,11151,0,0,0,0,0,0,0,0,0,0,1284096,0,0,0,0,80762,0,160174,1971087,0,0,188897,0,0,500121,0,0,0,0,0,0,0,0,134830,337,0,0,72652,65556,0,195993,611297,11827,1790976,1148590,153077,0,0,0,0,0,0,4968437,0,0,0,0,0,0,0,298721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520396,0,2450257,0,0,166932,0,0,0,37171,171325,223703,193628,0,0,75018,0,440985,72314,0,0,56770,16896,113541,0,5744,0,173690,0,0,0,0,0,0,0,0,5406,850206,0,0,0,28047,0
URAVL,0,0,0,0,0,0,0,0,0,0,0,278446,16896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79749,0,0,145643,1489551,995850,331499,454840,0,0,0,226406,0,0,0,0,0,0,0,0,0,0,0,0,0,1340866,657254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612986,0,47308,0,0,0,0,0,1357086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880957,70963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207820,35819,0,0,64204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102727,1807534,31764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508569,0,0,33792,0,84142,0,46970,110499,73328,0,70963,0,62177,6420,186193,0,6758,0,0,120637,0,0,0,0,0,15882,0,0,0,0,0,0,0,443013,2967275,720107,1277337,0,0,0,2027,0,0
PVR,0,0,0,0,0,0,0,0,0,0,0,0,0,50350,52377,0,131450,0,0,0,60487,0,0,0,0,0,83466,16896,0,0,0,0,0,0,0,0,0,0,0,0,0,140236,0,0,0,113541,0,0,0,0,249047,0,0,0,0,0,0,0,0,140574,0,431523,0,18247,0,0,1046876,0,0,0,0,14530,0,17571,0,70963,0,0,109824,0,0,0,0,0,0,135168,110161,503838,0,347043,2027,0,0,0,0,0,0,84480,0,0,0,0,293652,69273,5744,0,0,0,0,0,0,13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117934,1238476,556216,0,0,122327,0,0,0,0,0,0,0,0,0,0,0,0,0,49336,0,0,0,0,0,0,0,0,0,0,0,0,0,17909,0,0,0,269322,0,0,0,0,0,147333,0,0,0,0,13178,71976,93603,0,0,0,0,108810,60487,80424,0,143953,0,0,0,0,0,0,0,17571,0,0,0,0,123678,67584,0,119623
